date,team,opponent,GF,GA,pre_rating_team,pre_rating_opponent,did_score_team,fail_to_score_team,did_receive_goal_team,not_receive_goal_team,GF_last_5_team,GA_last_5_team,qatar,magic_johnson_team,rating_team,did_score_opponent,fail_to_score_opponent,did_receive_goal_opponent,not_receive_goal_opponent,GF_last_5_opponent,GA_last_5_opponent,magic_johnson_opponent,rating_opponent
2022-03-24,Costa Rica,Canada,1,0,1682,1864,3,2,2,3,4,2,FALSE,0.25967158048517,1726,5,0,1,4,9,1,0.74032841951483,1820
2022-01-27,Costa Rica,Panama,1,0,1621,1655,3,2,4,1,5,5,FALSE,0.451225664140258,1654,5,0,4,1,8,8,0.548774335859742,1622
2021-11-16,Costa Rica,Honduras,2,1,1596,1515,3,2,4,1,4,5,FALSE,0.614501361008558,1619,2,3,4,1,3,12,0.385498638991442,1492
2021-10-10,Costa Rica,El Salvador,2,1,1602,1549,1,4,2,3,1,2,FALSE,0.57568695237643,1627,1,4,2,3,1,5,0.42431304762357,1524
2021-09-08,Costa Rica,Jamaica,1,1,1612,1523,1,4,2,3,1,3,FALSE,0.625351393307537,1604,2,3,5,0,3,8,0.374648606692463,1531
2021-09-05,Costa Rica,Mexico,0,1,1621,1887,2,3,2,3,3,3,FALSE,0.177815388846498,1610,4,1,3,2,8,3,0.822184611153502,1898
2021-08-21,Costa Rica,El Salvador,0,0,1632,1513,3,2,4,1,6,8,FALSE,0.664857978554765,1622,3,2,3,2,6,5,0.335142021445235,1523
2021-07-20,Costa Rica,Jamaica,1,0,1631,1609,3,2,4,1,7,8,FALSE,0.531618297828107,1659,5,0,4,1,8,7,0.468381702171893,1581
2021-07-16,Costa Rica,Suriname,2,1,1620,1282,2,3,4,1,5,8,FALSE,0.874975306998364,1628,3,2,2,3,15,6,0.125024693001636,1274
2021-06-06,Costa Rica,Honduras,2,2,1591,1491,1,4,3,2,1,3,FALSE,0.640064999802885,1583,4,1,5,0,4,7,0.359935000197115,1499
2021-06-03,Costa Rica,Mexico,0,0,1599,1921,1,4,4,1,1,4,FALSE,0.135452994588696,1621,4,1,3,2,8,4,0.864547005411304,1899
2020-11-13,Costa Rica,Qatar,1,1,1654,1503,2,3,5,0,6,7,FALSE,0.704584592662721,1642,4,1,3,2,5,8,0.295415407337279,1515
2022-11-27,Croatia,Canada,,,1946,1753,4,1,2,3,7,2,TRUE,0.752314993605682,,3,2,4,1,6,6,0.247685006394318,
2022-11-23,Croatia,Morocco,0,0,1964,1795,5,0,2,3,8,2,TRUE,0.725685646271787,1950,4,1,0,5,8,0,0.274314353728213,1809
2022-09-22,Croatia,Denmark,2,1,1912,1963,4,1,3,2,5,5,FALSE,0.427127748605496,1946,4,1,3,2,9,3,0.572872251394505,1929
2022-06-06,Croatia,France,1,1,1814,2077,4,1,4,1,11,6,FALSE,0.180354185505311,1833,5,0,2,3,18,3,0.819645814494689,2058
2022-06-03,Croatia,Austria,0,3,1853,1712,5,0,4,1,13,5,FALSE,0.692463392579518,1811,4,1,5,0,11,8,0.307536607420482,1754
2022-03-29,Croatia,Bulgaria,2,1,1848,1534,5,0,3,2,14,4,FALSE,0.859063002376674,1856,4,1,5,0,5,11,0.140936997623326,1526
2022-03-26,Croatia,Slovenia,1,1,1869,1611,5,0,2,3,16,3,FALSE,0.815351815283301,1850,4,1,4,1,9,8,0.184648184716699,1630
2021-11-14,Croatia,Russia,1,0,1837,1789,5,0,2,3,16,3,FALSE,0.568641391883668,1863,5,0,1,4,13,1,0.431358608116332,1763
2021-10-11,Croatia,Slovakia,2,2,1846,1632,4,1,1,4,10,5,FALSE,0.774147977701831,1830,2,3,4,1,3,8,0.225852022298169,1648
2021-09-07,Croatia,Slovenia,3,0,1823,1603,4,1,3,2,8,7,FALSE,0.780129603993158,1836,4,1,3,2,9,3,0.219870396006842,1590
2021-06-18,Croatia,Czechia,1,1,1778,1794,3,2,3,2,5,3,FALSE,0.476990412702438,1779,3,2,4,1,6,7,0.523009587297562,1793
2021-06-01,Croatia,Armenia,1,1,1793,1615,4,1,3,2,7,6,FALSE,0.735877444101476,1779,5,0,2,3,9,3,0.264122555898524,1629
2021-03-30,Croatia,Malta,3,0,1790,1265,4,1,4,1,7,9,FALSE,0.953564505277882,1793,5,0,4,1,10,7,0.0464354947221181,1262
2021-03-27,Croatia,Cyprus,1,0,1793,1348,4,1,5,0,7,11,FALSE,0.928350682013446,1797,2,3,3,2,3,7,0.0716493179865538,1344
2020-11-17,Croatia,Portugal,2,3,1870,2016,5,0,5,0,9,9,FALSE,0.301441373581977,1852,2,3,1,4,10,1,0.698558626418023,2034
2020-10-14,Croatia,France,1,2,1938,2122,5,0,5,0,8,12,FALSE,0.25746444105693,1923,4,1,2,3,13,3,0.74253555894307,2137
2020-10-11,Croatia,Sweden,2,1,1916,1863,5,0,5,0,9,13,FALSE,0.57568695237643,1941,3,2,3,2,4,4,0.42431304762357,1838
2018-10-12,Croatia,England,0,0,1922,1922,4,1,5,0,7,14,FALSE,0.5,1922,4,1,3,2,5,6,0.5,1922
2018-07-11,Croatia,England,2,1,1918,1965,5,0,3,2,10,4,FALSE,0.432771155657048,1952,4,1,4,1,11,4,0.567228844342952,1931
2022-06-12,Cuba,Antigua and Barbuda,3,1,1268,1195,4,1,2,3,9,3,FALSE,0.603536318526178,1292,3,2,2,3,3,5,0.396463681473822,1171
2022-06-09,Cuba,Antigua and Barbuda,2,0,1242,1207,3,2,3,2,7,5,FALSE,0.550199353253537,1269,4,1,1,4,6,3,0.449800646746463,1180
2022-06-05,Cuba,Barbados,3,0,1235,1017,3,2,3,2,7,5,FALSE,0.778148454219133,1248,1,4,4,1,1,18,0.221851545780868,1004
2022-11-16,Cyprus,Bulgaria,0,2,1378,1527,3,2,3,2,4,10,FALSE,0.297817397909479,1360,4,1,3,2,9,7,0.702182602090521,1545
2022-09-24,Cyprus,Greece,1,0,1353,1723,2,3,3,2,4,7,FALSE,0.106225319821854,1407,4,1,1,4,7,1,0.893774680178147,1669
2022-06-05,Cyprus,Northern Ireland,0,0,1324,1570,2,3,3,2,3,10,FALSE,0.195275306500741,1342,2,3,3,2,4,3,0.80472469349926,1552
2022-06-02,Cyprus,Kosovo,0,2,1343,1525,3,2,3,2,5,10,FALSE,0.25967158048517,1327,4,1,4,1,8,6,0.74032841951483,1541
2022-03-29,Cyprus,Estonia,2,0,1301,1428,2,3,4,1,3,13,FALSE,0.324959798959701,1342,2,3,3,2,3,6,0.675040201040299,1387
2021-10-11,Cyprus,Malta,2,2,1300,1235,0,5,5,0,0,14,FALSE,0.592466230584332,1294,2,3,4,1,4,9,0.407533769415668,1241
2021-10-08,Cyprus,Croatia,0,3,1320,1842,0,5,5,0,0,12,FALSE,0.0472061876144066,1317,4,1,2,3,10,6,0.952793812385593,1845
2021-09-04,Cyprus,Russia,0,2,1340,1758,1,4,4,1,1,9,FALSE,0.0827010277900133,1335,3,2,2,3,3,7,0.917298972209987,1763
2021-03-30,Cyprus,Slovenia,1,0,1350,1639,2,3,4,1,3,8,FALSE,0.159276957338385,1400,3,2,2,3,4,3,0.840723042661615,1589
2021-03-24,Cyprus,Slovakia,0,0,1320,1659,2,3,4,1,3,9,FALSE,0.124396331359007,1343,3,2,4,1,5,7,0.875603668640993,1636
2020-10-07,Cyprus,Czechia,1,2,1373,1750,2,3,5,0,2,7,FALSE,0.102459885871276,1367,4,1,3,2,6,4,0.897540114128724,1756
2020-09-08,Cyprus,Azerbaijan,0,1,1420,1350,3,2,5,0,3,8,FALSE,0.599396796709257,1384,4,1,3,2,7,7,0.400603203290743,1386
2020-09-05,Cyprus,Montenegro,0,2,1437,1580,4,1,5,0,5,7,FALSE,0.305090287270497,1419,3,2,4,1,7,6,0.694909712729503,1598
2018-11-19,Cyprus,Norway,0,2,1441,1684,4,1,5,0,5,7,FALSE,0.198003355885567,1429,4,1,2,3,5,2,0.801996644114433,1696
2018-11-16,Cyprus,Bulgaria,1,1,1432,1659,3,2,5,0,4,9,FALSE,0.213036720610531,1449,4,1,4,1,7,4,0.786963279389469,1642
