year,team,Opponent,Date,goles_local,goles_visitante,qatar
2014,Uruguay,Slovenia,2014-06-04,2,0,FALSE
2014,Switzerland,Peru,2014-06-03,2,0,FALSE
2014,Brazil,Panama,2014-06-03,4,0,FALSE
2014,Japan,Costa Rica,2014-06-02,3,1,FALSE
2014,France,Paraguay,2014-06-01,1,1,FALSE
2014,Sweden,Belgium,2014-06-01,0,2,FALSE
2014,United States,Turkey,2014-06-01,2,1,FALSE
2014,Germany,Cameroon,2014-06-01,2,2,FALSE
2014,Mexico,Ecuador,2014-05-31,3,1,FALSE
2014,Netherlands,Ghana,2014-05-31,1,0,FALSE
2014,Colombia,Senegal,2014-05-31,2,2,FALSE
2014,Panama,Serbia,2014-05-31,1,1,FALSE
2014,Croatia,Mali,2014-05-31,2,1,FALSE
2014,England,Peru,2014-05-30,3,0,FALSE
2014,IR Iran,Angola,2014-05-30,1,1,FALSE
2014,Spain,Bolivia,2014-05-30,2,0,FALSE
2014,Switzerland,Jamaica,2014-05-30,1,0,FALSE
2014,Uruguay,Northern Ireland,2014-05-30,1,0,FALSE
2014,Saudi Arabia,Georgia,2014-05-29,0,2,FALSE
2014,Korea Republic,Tunisia,2014-05-28,0,1,FALSE
2014,Mexico,Israel,2014-05-28,3,0,FALSE
2014,Morocco,Angola,2014-05-28,0,2,FALSE
2014,Denmark,Sweden,2014-05-28,1,0,FALSE
2014,France,Norway,2014-05-27,4,0,FALSE
2014,Japan,Cyprus,2014-05-27,1,0,FALSE
2014,United States,Azerbaijan,2014-05-27,2,0,FALSE
2014,Canada,Moldova,2014-05-27,1,1,FALSE
2014,IR Iran,Montenegro,2014-05-26,0,0,FALSE
2014,Australia,South Africa,2014-05-26,1,1,FALSE
2014,Serbia,Jamaica,2014-05-26,2,1,FALSE
2014,Belgium,Luxembourg,2014-05-26,5,1,FALSE
2014,Cameroon,N. Macedonia,2014-05-26,2,0,FALSE
2014,Saudi Arabia,Moldova,2014-05-24,0,4,FALSE
2014,Morocco,Mozambique,2014-05-23,4,0,FALSE
2014,Canada,Bulgaria,2014-05-23,1,1,FALSE
2014,Hungary,Denmark,2014-05-22,2,2,FALSE
2014,Burkina Faso,Senegal,2014-05-21,1,1,FALSE
2014,IR Iran,Belarus,2014-05-18,0,0,FALSE
2014,Netherlands,Ecuador,2014-05-17,1,1,FALSE
2014,Germany,Poland,2014-05-13,0,0,FALSE
2014,United States,Mexico,2014-04-02,2,2,FALSE
2014,Romania,Argentina,2014-03-05,0,0,FALSE
2014,France,Netherlands,2014-03-05,2,0,FALSE
2014,Germany,Chile,2014-03-05,1,0,FALSE
2014,Montenegro,Ghana,2014-03-05,1,0,FALSE
2014,IR Iran,Equ. Guinea,2014-03-05,1,2,FALSE
2014,Japan,New Zealand,2014-03-05,4,2,FALSE
2014,Greece,Korea Republic,2014-03-05,0,2,FALSE
2014,Mexico,Nigeria,2014-03-05,0,0,FALSE
2014,Morocco,Gabon,2014-03-05,1,1,FALSE
2014,Ecuador,Australia,2014-03-05,4,3,FALSE
2014,Poland,Scotland,2014-03-05,0,1,FALSE
2014,Qatar,Bahrain,2014-03-05,0,0,FALSE
2014,Saudi Arabia,Indonesia,2014-03-05,1,0,FALSE
2014,Senegal,Mali,2014-03-05,1,1,FALSE
2014,Rep. of Ireland,Serbia,2014-03-05,1,2,FALSE
2014,Spain,Italy,2014-03-05,1,0,FALSE
2014,Colombia,Tunisia,2014-03-05,1,1,FALSE
2014,Belgium,C̫te d'Ivoire,2014-03-05,2,2,FALSE
2014,United States,Ukraine,2014-03-05,0,2,FALSE
2014,Austria,Uruguay,2014-03-05,1,1,FALSE
2014,Wales,Iceland,2014-03-05,3,1,FALSE
2014,South Africa,Brazil,2014-03-05,0,5,FALSE
2014,Portugal,Cameroon,2014-03-05,5,1,FALSE
2014,Costa Rica,Paraguay,2014-03-05,2,1,FALSE
2014,Switzerland,Croatia,2014-03-05,2,2,FALSE
2014,England,Denmark,2014-03-05,1,0,FALSE
2014,IR Iran,Kuwait,2014-03-03,3,2,FALSE
2014,United States,Korea Republic,2014-02-01,2,0,FALSE
2014,Mexico,Korea Republic,2014-01-29,4,0,FALSE
2014,Costa Rica,Korea Republic,2014-01-25,0,1,FALSE
2014,Chile,Costa Rica,2014-01-22,4,0,FALSE
2014,Poland,Moldova,2014-01-20,1,0,FALSE
2014,Poland,Norway,2014-01-18,3,0,FALSE
2014,Namibia,Ghana,2014-01-04,0,1,FALSE
2013,France,Ukraine,2013-11-19,3,0,FALSE
2013,Egypt,Ghana,2013-11-19,2,1,FALSE
2013,Lebanon,IR Iran,2013-11-19,1,4,FALSE
2013,Sweden,Portugal,2013-11-19,2,3,FALSE
2013,Malaysia,Qatar,2013-11-19,0,1,FALSE
2013,China PR,Saudi Arabia,2013-11-19,0,0,FALSE
2013,Croatia,Iceland,2013-11-19,2,0,FALSE
2013,Cameroon,Tunisia,2013-11-17,4,1,FALSE
2013,Senegal,C̫te d'Ivoire,2013-11-16,1,1,FALSE
2013,Ukraine,France,2013-11-15,2,0,FALSE
2013,Thailand,IR Iran,2013-11-15,0,3,FALSE
2013,Portugal,Sweden,2013-11-15,1,0,FALSE
2013,Yemen,Qatar,2013-11-15,1,4,FALSE
2013,Saudi Arabia,Iraq,2013-11-15,2,1,FALSE
2013,Iceland,Croatia,2013-11-15,0,0,FALSE
2013,Uruguay,Argentina,2013-10-15,3,2,FALSE
2013,Chile,Ecuador,2013-10-15,2,1,FALSE
2013,England,Poland,2013-10-15,2,0,FALSE
2013,France,Finland,2013-10-15,3,0,FALSE
2013,Sweden,Germany,2013-10-15,3,5,FALSE
2013,Ghana,Egypt,2013-10-15,6,1,FALSE
2013,IR Iran,Thailand,2013-10-15,2,1,FALSE
2013,Turkey,Netherlands,2013-10-15,0,2,FALSE
2013,Portugal,Luxembourg,2013-10-15,3,0,FALSE
2013,Iraq,Saudi Arabia,2013-10-15,0,2,FALSE
2013,Serbia,N. Macedonia,2013-10-15,5,1,FALSE
2013,Spain,Georgia,2013-10-15,2,0,FALSE
2013,Switzerland,Slovenia,2013-10-15,1,0,FALSE
2013,Belgium,Wales,2013-10-15,1,1,FALSE
2013,Panama,United States,2013-10-15,2,3,FALSE
2013,Costa Rica,Mexico,2013-10-15,2,1,FALSE
2013,Scotland,Croatia,2013-10-15,2,0,FALSE
2013,Denmark,Malta,2013-10-15,6,0,FALSE
2013,Qatar,Yemen,2013-10-13,6,0,FALSE
2013,Tunisia,Cameroon,2013-10-13,0,0,FALSE
2013,C̫te d'Ivoire,Senegal,2013-10-12,3,1,FALSE
2013,Argentina,Peru,2013-10-11,3,1,FALSE
2013,Ecuador,Uruguay,2013-10-11,1,0,FALSE
2013,England,Montenegro,2013-10-11,4,1,FALSE
2013,Germany,Rep. of Ireland,2013-10-11,3,0,FALSE
2013,Mexico,Panama,2013-10-11,2,1,FALSE
2013,Netherlands,Hungary,2013-10-11,8,1,FALSE
2013,Ukraine,Poland,2013-10-11,1,0,FALSE
2013,Portugal,Israel,2013-10-11,1,1,FALSE
2013,Spain,Belarus,2013-10-11,2,1,FALSE
2013,Albania,Switzerland,2013-10-11,1,2,FALSE
2013,Croatia,Belgium,2013-10-11,1,2,FALSE
2013,United States,Jamaica,2013-10-11,2,0,FALSE
2013,Wales,N. Macedonia,2013-10-11,1,0,FALSE
2013,Honduras,Costa Rica,2013-10-11,1,0,FALSE
2013,Denmark,Italy,2013-10-11,2,2,FALSE
2013,Paraguay,Argentina,2013-09-10,2,5,FALSE
2013,Bolivia,Ecuador,2013-09-10,1,1,FALSE
2013,Ukraine,England,2013-09-10,0,0,FALSE
2013,Belarus,France,2013-09-10,2,4,FALSE
2013,Faroe Islands,Germany,2013-09-10,0,3,FALSE
2013,United States,Mexico,2013-09-10,2,0,FALSE
2013,Andorra,Netherlands,2013-09-10,0,2,FALSE
2013,San Marino,Poland,2013-09-10,1,5,FALSE
2013,Wales,Serbia,2013-09-10,0,3,FALSE
2013,Norway,Switzerland,2013-09-10,0,2,FALSE
2013,Uruguay,Colombia,2013-09-10,2,0,FALSE
2013,Jamaica,Costa Rica,2013-09-10,1,1,FALSE
2013,Armenia,Denmark,2013-09-10,0,1,FALSE
2013,Cameroon,Libya,2013-09-08,1,0,FALSE
2013,C̫te d'Ivoire,Morocco,2013-09-07,1,1,FALSE
2013,Senegal,Uganda,2013-09-07,1,0,FALSE
2013,Tunisia,Cape Verde,2013-09-07,3,0,FALSE
2013,Colombia,Ecuador,2013-09-06,1,0,FALSE
2013,England,Moldova,2013-09-06,4,0,FALSE
2013,Georgia,France,2013-09-06,0,0,FALSE
2013,Germany,Austria,2013-09-06,3,0,FALSE
2013,Ghana,Zambia,2013-09-06,2,1,FALSE
2013,Mexico,Honduras,2013-09-06,1,2,FALSE
2013,Estonia,Netherlands,2013-09-06,2,2,FALSE
2013,Poland,Montenegro,2013-09-06,1,1,FALSE
2013,Northern Ireland,Portugal,2013-09-06,2,4,FALSE
2013,Finland,Spain,2013-09-06,0,2,FALSE
2013,Switzerland,Iceland,2013-09-06,4,4,FALSE
2013,Scotland,Belgium,2013-09-06,0,2,FALSE
2013,Peru,Uruguay,2013-09-06,1,2,FALSE
2013,N. Macedonia,Wales,2013-09-06,2,1,FALSE
2013,Costa Rica,United States,2013-09-06,3,1,FALSE
2013,Serbia,Croatia,2013-09-06,1,1,FALSE
2013,Malta,Denmark,2013-09-06,1,2,FALSE
2013,Uruguay,Italy,2013-06-30,2,2,FALSE
2013,Brazil,Spain,2013-06-30,3,0,FALSE
2013,Spain,Italy,2013-06-27,0,0,FALSE
2013,Brazil,Uruguay,2013-06-26,2,1,FALSE
2013,Nigeria,Spain,2013-06-23,0,3,FALSE
2013,Uruguay,Tahiti,2013-06-23,8,0,FALSE
2013,Japan,Mexico,2013-06-22,1,2,FALSE
2013,Italy,Brazil,2013-06-22,2,4,FALSE
2013,Spain,Tahiti,2013-06-20,10,0,FALSE
2013,Nigeria,Uruguay,2013-06-20,1,2,FALSE
2013,Italy,Japan,2013-06-19,4,3,FALSE
2013,Brazil,Mexico,2013-06-19,2,0,FALSE
2013,Korea Republic,IR Iran,2013-06-18,0,1,FALSE
2013,Australia,Iraq,2013-06-18,1,0,FALSE
2013,Uzbekistan,Qatar,2013-06-18,5,1,FALSE
2013,United States,Honduras,2013-06-18,1,0,FALSE
2013,Costa Rica,Panama,2013-06-18,2,0,FALSE
2013,Lesotho,Ghana,2013-06-16,0,2,FALSE
2013,Mexico,Italy,2013-06-16,1,2,FALSE
2013,Liberia,Senegal,2013-06-16,0,2,FALSE
2013,Spain,Uruguay,2013-06-16,2,1,FALSE
2013,Equ. Guinea,Tunisia,2013-06-16,1,1,FALSE
2013,Congo DR,Cameroon,2013-06-16,0,0,FALSE
2013,Morocco,Gambia,2013-06-15,2,0,FALSE
2013,Brazil,Japan,2013-06-15,3,0,FALSE
2013,Ecuador,Argentina,2013-06-11,1,1,FALSE
2013,IR Iran,Lebanon,2013-06-11,4,0,FALSE
2013,Iraq,Japan,2013-06-11,0,1,FALSE
2013,Korea Republic,Uzbekistan,2013-06-11,1,0,FALSE
2013,Australia,Jordan,2013-06-11,4,0,FALSE
2013,United States,Panama,2013-06-11,2,0,FALSE
2013,Venezuela,Uruguay,2013-06-11,0,1,FALSE
2013,Mexico,Costa Rica,2013-06-11,0,0,FALSE
2013,Denmark,Armenia,2013-06-11,0,4,FALSE
2013,Togo,Cameroon,2013-06-09,0,3,FALSE
2013,Morocco,Tanzania,2013-06-08,2,1,FALSE
2013,Angola,Senegal,2013-06-08,1,1,FALSE
2013,Switzerland,Cyprus,2013-06-08,1,0,FALSE
2013,Sierra Leone,Tunisia,2013-06-08,2,2,FALSE
2013,Argentina,Colombia,2013-06-07,0,0,FALSE
2013,Peru,Ecuador,2013-06-07,1,0,FALSE
2013,Sudan,Ghana,2013-06-07,1,3,FALSE
2013,Panama,Mexico,2013-06-07,0,0,FALSE
2013,Moldova,Poland,2013-06-07,1,1,FALSE
2013,Portugal,Russia,2013-06-07,1,0,FALSE
2013,Belgium,Serbia,2013-06-07,2,1,FALSE
2013,Jamaica,United States,2013-06-07,1,2,FALSE
2013,Costa Rica,Honduras,2013-06-07,1,0,FALSE
2013,Croatia,Scotland,2013-06-07,0,1,FALSE
2013,Qatar,IR Iran,2013-06-04,0,1,FALSE
2013,Lebanon,Korea Republic,2013-06-04,1,1,FALSE
2013,Jamaica,Mexico,2013-06-04,0,1,FALSE
2013,Japan,Australia,2013-06-04,1,1,FALSE
2013,Bolivia,Argentina,2013-03-26,1,1,FALSE
2013,Ecuador,Paraguay,2013-03-26,4,1,FALSE
2013,Montenegro,England,2013-03-26,1,1,FALSE
2013,France,Spain,2013-03-26,0,1,FALSE
2013,Germany,Kazakhstan,2013-03-26,4,1,FALSE
2013,Kuwait,IR Iran,2013-03-26,1,1,FALSE
2013,Jordan,Japan,2013-03-26,2,1,FALSE
2013,Korea Republic,Qatar,2013-03-26,2,1,FALSE
2013,Mexico,United States,2013-03-26,0,0,FALSE
2013,Australia,Oman,2013-03-26,2,2,FALSE
2013,Netherlands,Romania,2013-03-26,4,0,FALSE
2013,Poland,San Marino,2013-03-26,5,0,FALSE
2013,Azerbaijan,Portugal,2013-03-26,0,2,FALSE
2013,Serbia,Scotland,2013-03-26,2,0,FALSE
2013,Belgium,N. Macedonia,2013-03-26,1,0,FALSE
2013,Chile,Uruguay,2013-03-26,2,0,FALSE
2013,Costa Rica,Jamaica,2013-03-26,2,0,FALSE
2013,Wales,Croatia,2013-03-26,1,2,FALSE
2013,Denmark,Bulgaria,2013-03-26,1,1,FALSE
2013,Ghana,Sudan,2013-03-24,4,0,FALSE
2013,Tanzania,Morocco,2013-03-24,3,1,FALSE
2013,Kazakhstan,Germany,2013-03-23,0,3,FALSE
2013,Indonesia,Saudi Arabia,2013-03-23,1,2,FALSE
2013,Senegal,Angola,2013-03-23,1,1,FALSE
2013,Cyprus,Switzerland,2013-03-23,0,0,FALSE
2013,Tunisia,Sierra Leone,2013-03-23,2,1,FALSE
2013,Cameroon,Togo,2013-03-23,2,1,FALSE
2013,Argentina,Venezuela,2013-03-22,3,0,FALSE
2013,San Marino,England,2013-03-22,0,8,FALSE
2013,France,Georgia,2013-03-22,3,1,FALSE
2013,Honduras,Mexico,2013-03-22,2,2,FALSE
2013,Netherlands,Estonia,2013-03-22,3,0,FALSE
2013,Poland,Ukraine,2013-03-22,1,3,FALSE
2013,Israel,Portugal,2013-03-22,3,3,FALSE
2013,Bahrain,Qatar,2013-03-22,1,0,FALSE
2013,Spain,Finland,2013-03-22,1,1,FALSE
2013,N. Macedonia,Belgium,2013-03-22,0,2,FALSE
2013,Uruguay,Paraguay,2013-03-22,1,1,FALSE
2013,Scotland,Wales,2013-03-22,1,2,FALSE
2013,United States,Costa Rica,2013-03-22,1,0,FALSE
2013,Croatia,Serbia,2013-03-22,2,0,FALSE
2013,Czech Republic,Denmark,2013-03-22,0,3,FALSE
2013,Mali,Ghana,2013-02-09,3,1,FALSE
2013,Burkina Faso,Ghana,2013-02-06,1,1,FALSE
2013,IR Iran,Lebanon,2013-02-06,5,0,FALSE
2013,Mexico,Jamaica,2013-02-06,0,0,FALSE
2013,Qatar,Malaysia,2013-02-06,2,0,FALSE
2013,Saudi Arabia,China PR,2013-02-06,2,1,FALSE
2013,Honduras,United States,2013-02-06,2,1,FALSE
2013,Panama,Costa Rica,2013-02-06,2,2,FALSE
2013,Ghana,Cape Verde,2013-02-02,2,0,FALSE
2013,Togo,Tunisia,2013-01-30,1,1,FALSE
2013,Niger,Ghana,2013-01-28,0,3,FALSE
2013,Morocco,South Africa,2013-01-27,2,2,FALSE
2013,C̫te d'Ivoire,Tunisia,2013-01-26,3,0,FALSE
2013,Ghana,Mali,2013-01-24,1,0,FALSE
2013,Morocco,Cape Verde,2013-01-23,1,1,FALSE
2013,Tunisia,Algeria,2013-01-22,1,0,FALSE
2013,Ghana,Congo DR,2013-01-20,2,2,FALSE
2013,Angola,Morocco,2013-01-19,0,0,FALSE
2012,IR Iran,Uzbekistan,2012-11-14,0,1,FALSE
2012,Oman,Japan,2012-11-14,1,2,FALSE
2012,Qatar,Lebanon,2012-11-14,1,0,FALSE
2012,Poland,England,2012-10-17,1,1,FALSE
2012,Chile,Argentina,2012-10-16,1,2,FALSE
2012,Venezuela,Ecuador,2012-10-16,1,1,FALSE
2012,Spain,France,2012-10-16,1,1,FALSE
2012,Germany,Sweden,2012-10-16,4,4,FALSE
2012,IR Iran,Korea Republic,2012-10-16,1,0,FALSE
2012,Mexico,El Salvador,2012-10-16,2,0,FALSE
2012,Iraq,Australia,2012-10-16,1,2,FALSE
2012,Romania,Netherlands,2012-10-16,1,4,FALSE
2012,Portugal,Northern Ireland,2012-10-16,1,1,FALSE
2012,Qatar,Uzbekistan,2012-10-16,0,1,FALSE
2012,N. Macedonia,Serbia,2012-10-16,1,0,FALSE
2012,Iceland,Switzerland,2012-10-16,0,2,FALSE
2012,Belgium,Scotland,2012-10-16,2,0,FALSE
2012,United States,Guatemala,2012-10-16,3,1,FALSE
2012,Bolivia,Uruguay,2012-10-16,4,1,FALSE
2012,Honduras,Canada,2012-10-16,8,1,FALSE
2012,Costa Rica,Guyana,2012-10-16,7,0,FALSE
2012,Croatia,Wales,2012-10-16,2,0,FALSE
2012,Italy,Denmark,2012-10-16,3,1,FALSE
2012,Serbia,Belgium,2012-10-13,0,3,FALSE
2012,Argentina,Uruguay,2012-10-12,3,0,FALSE
2012,Ecuador,Chile,2012-10-12,3,1,FALSE
2012,England,San Marino,2012-10-12,5,0,FALSE
2012,Rep. of Ireland,Germany,2012-10-12,1,6,FALSE
2012,Guyana,Mexico,2012-10-12,0,5,FALSE
2012,Netherlands,Andorra,2012-10-12,3,0,FALSE
2012,Russia,Portugal,2012-10-12,1,0,FALSE
2012,Belarus,Spain,2012-10-12,0,4,FALSE
2012,Switzerland,Norway,2012-10-12,1,1,FALSE
2012,Antigua,United States,2012-10-12,1,2,FALSE
2012,Wales,Scotland,2012-10-12,2,1,FALSE
2012,Canada,Cuba,2012-10-12,3,0,FALSE
2012,El Salvador,Costa Rica,2012-10-12,0,1,FALSE
2012,N. Macedonia,Croatia,2012-10-12,1,2,FALSE
2012,Bulgaria,Denmark,2012-10-12,1,1,FALSE
2012,Peru,Argentina,2012-09-11,1,1,FALSE
2012,Uruguay,Ecuador,2012-09-11,1,1,FALSE
2012,England,Ukraine,2012-09-11,1,1,FALSE
2012,France,Belarus,2012-09-11,3,1,FALSE
2012,Austria,Germany,2012-09-11,1,2,FALSE
2012,Lebanon,IR Iran,2012-09-11,1,0,FALSE
2012,Japan,Iraq,2012-09-11,1,0,FALSE
2012,Uzbekistan,Korea Republic,2012-09-11,2,2,FALSE
2012,Jordan,Australia,2012-09-11,2,1,FALSE
2012,Hungary,Netherlands,2012-09-11,1,4,FALSE
2012,Poland,Moldova,2012-09-11,2,0,FALSE
2012,Portugal,Azerbaijan,2012-09-11,3,0,FALSE
2012,Serbia,Wales,2012-09-11,6,1,FALSE
2012,Georgia,Spain,2012-09-11,0,1,FALSE
2012,Switzerland,Albania,2012-09-11,2,0,FALSE
2012,Belgium,Croatia,2012-09-11,1,1,FALSE
2012,United States,Jamaica,2012-09-11,1,0,FALSE
2012,Panama,Canada,2012-09-11,2,0,FALSE
2012,Mexico,Costa Rica,2012-09-11,1,0,FALSE
2012,Scotland,Serbia,2012-09-08,0,0,FALSE
2012,Denmark,Czech Republic,2012-09-08,0,0,FALSE
2012,Argentina,Paraguay,2012-09-07,3,1,FALSE
2012,Ecuador,Bolivia,2012-09-07,1,0,FALSE
2012,Moldova,England,2012-09-07,0,5,FALSE
2012,Finland,France,2012-09-07,0,1,FALSE
2012,Germany,Faroe Islands,2012-09-07,3,0,FALSE
2012,Netherlands,Turkey,2012-09-07,2,0,FALSE
2012,Montenegro,Poland,2012-09-07,2,2,FALSE
2012,Luxembourg,Portugal,2012-09-07,1,2,FALSE
2012,Slovenia,Switzerland,2012-09-07,0,2,FALSE
2012,Wales,Belgium,2012-09-07,0,2,FALSE
2012,Jamaica,United States,2012-09-07,2,1,FALSE
2012,Colombia,Uruguay,2012-09-07,4,0,FALSE
2012,Canada,Panama,2012-09-07,1,0,FALSE
2012,Costa Rica,Mexico,2012-09-07,0,2,FALSE
2012,Croatia,N. Macedonia,2012-09-07,1,0,FALSE
2012,Spain,Italy,2012-07-01,4,0,FALSE
2012,Germany,Italy,2012-06-28,1,2,FALSE
2012,Portugal,Spain,2012-06-27,0,0,FALSE
2012,England,Italy,2012-06-24,0,0,FALSE
2012,Spain,France,2012-06-23,2,0,FALSE
2012,Germany,Greece,2012-06-22,4,2,FALSE
2012,Czech Republic,Portugal,2012-06-21,0,1,FALSE
2012,England,Ukraine,2012-06-19,1,0,FALSE
2012,Sweden,France,2012-06-19,2,0,FALSE
2012,Croatia,Spain,2012-06-18,0,1,FALSE
2012,Portugal,Netherlands,2012-06-17,2,1,FALSE
2012,Denmark,Germany,2012-06-17,1,2,FALSE
2012,Czech Republic,Poland,2012-06-16,1,0,FALSE
2012,Sweden,England,2012-06-15,2,3,FALSE
2012,Ukraine,France,2012-06-15,0,2,FALSE
2012,Spain,Rep. of Ireland,2012-06-14,4,0,FALSE
2012,Italy,Croatia,2012-06-14,1,1,FALSE
2012,Netherlands,Germany,2012-06-13,1,2,FALSE
2012,Denmark,Portugal,2012-06-13,2,3,FALSE
2012,IR Iran,Qatar,2012-06-12,0,0,FALSE
2012,Korea Republic,Lebanon,2012-06-12,3,0,FALSE
2012,El Salvador,Mexico,2012-06-12,1,2,FALSE
2012,Australia,Japan,2012-06-12,1,1,FALSE
2012,Poland,Russia,2012-06-12,1,1,FALSE
2012,Guatemala,United States,2012-06-12,1,1,FALSE
2012,Canada,Honduras,2012-06-12,0,0,FALSE
2012,Guyana,Costa Rica,2012-06-12,0,4,FALSE
2012,France,England,2012-06-11,1,1,FALSE
2012,Ecuador,Colombia,2012-06-10,1,0,FALSE
2012,Spain,Italy,2012-06-10,1,1,FALSE
2012,Uruguay,Peru,2012-06-10,4,2,FALSE
2012,Libya,Cameroon,2012-06-10,2,1,FALSE
2012,Rep. of Ireland,Croatia,2012-06-10,1,3,FALSE
2012,Germany,Portugal,2012-06-09,1,0,FALSE
2012,Zambia,Ghana,2012-06-09,1,0,FALSE
2012,Morocco,C̫te d'Ivoire,2012-06-09,2,2,FALSE
2012,Uganda,Senegal,2012-06-09,1,1,FALSE
2012,Cape Verde,Tunisia,2012-06-09,1,2,FALSE
2012,Netherlands,Denmark,2012-06-09,0,1,FALSE
2012,Japan,Jordan,2012-06-08,6,0,FALSE
2012,Qatar,Korea Republic,2012-06-08,1,4,FALSE
2012,Mexico,Guyana,2012-06-08,3,1,FALSE
2012,Oman,Australia,2012-06-08,0,0,FALSE
2012,Poland,Greece,2012-06-08,1,1,FALSE
2012,United States,Antigua,2012-06-08,3,1,FALSE
2012,Cuba,Canada,2012-06-08,0,1,FALSE
2012,Costa Rica,El Salvador,2012-06-08,2,2,FALSE
2012,Uzbekistan,IR Iran,2012-06-03,0,1,FALSE
2012,Japan,Oman,2012-06-03,3,0,FALSE
2012,Lebanon,Qatar,2012-06-03,0,1,FALSE
2012,Argentina,Ecuador,2012-06-02,4,0,FALSE
2012,Gambia,Morocco,2012-06-02,1,1,FALSE
2012,Senegal,Liberia,2012-06-02,3,1,FALSE
2012,Tunisia,Equ. Guinea,2012-06-02,3,1,FALSE
2012,Uruguay,Venezuela,2012-06-02,1,1,FALSE
2012,Cameroon,Congo DR,2012-06-02,1,0,FALSE
2012,Ghana,Lesotho,2012-06-01,7,0,FALSE
2012,IR Iran,Qatar,2012-02-29,2,2,FALSE
2012,Japan,Uzbekistan,2012-02-29,0,1,FALSE
2012,Korea Republic,Kuwait,2012-02-29,2,0,FALSE
2012,Australia,Saudi Arabia,2012-02-29,4,2,FALSE
2012,Ghana,Mali,2012-02-11,0,2,FALSE
2012,Zambia,Ghana,2012-02-08,1,0,FALSE
2012,Ghana,Tunisia,2012-02-05,2,1,FALSE
2012,Ghana,Equ. Guinea,2012-02-01,1,1,FALSE
2012,Niger,Morocco,2012-01-31,0,1,FALSE
2012,Gabon,Tunisia,2012-01-31,1,0,FALSE
2012,Libya,Senegal,2012-01-29,2,1,FALSE
2012,Ghana,Mali,2012-01-28,2,0,FALSE
2012,Gabon,Morocco,2012-01-27,3,2,FALSE
2012,Niger,Tunisia,2012-01-27,1,2,FALSE
2012,Equ. Guinea,Senegal,2012-01-25,2,1,FALSE
2012,Ghana,Botswana,2012-01-24,1,0,FALSE
2012,Morocco,Tunisia,2012-01-23,1,2,FALSE
2012,Senegal,Zambia,2012-01-21,1,2,FALSE
2011,Colombia,Argentina,2011-11-15,1,2,FALSE
2011,Ecuador,Peru,2011-11-15,2,0,FALSE
2011,Indonesia,IR Iran,2011-11-15,1,4,FALSE
2011,Korea DPR,Japan,2011-11-15,1,0,FALSE
2011,Lebanon,Korea Republic,2011-11-15,2,1,FALSE
2011,Thailand,Australia,2011-11-15,0,1,FALSE
2011,Portugal,Bosnia & Herz'na,2011-11-15,6,2,FALSE
2011,Qatar,Bahrain,2011-11-15,0,0,FALSE
2011,Saudi Arabia,Oman,2011-11-15,0,0,FALSE
2011,Canada,St. Kitts & Nevis,2011-11-15,4,0,FALSE
2011,Croatia,Turkey,2011-11-15,0,0,FALSE
2011,Argentina,Bolivia,2011-11-11,1,1,FALSE
2011,Paraguay,Ecuador,2011-11-11,2,1,FALSE
2011,Bahrain,IR Iran,2011-11-11,1,1,FALSE
2011,Tajikistan,Japan,2011-11-11,0,4,FALSE
2011,UAE,Korea Republic,2011-11-11,0,2,FALSE
2011,Oman,Australia,2011-11-11,1,0,FALSE
2011,Bosnia & Herz'na,Portugal,2011-11-11,0,0,FALSE
2011,Qatar,Indonesia,2011-11-11,4,0,FALSE
2011,Saudi Arabia,Thailand,2011-11-11,3,0,FALSE
2011,Uruguay,Chile,2011-11-11,4,0,FALSE
2011,St. Kitts & Nevis,Canada,2011-11-11,0,0,FALSE
2011,Turkey,Croatia,2011-11-11,0,3,FALSE
2011,Venezuela,Argentina,2011-10-11,1,0,FALSE
2011,France,Bosnia & Herz'na,2011-10-11,1,1,FALSE
2011,IR Iran,Bahrain,2011-10-11,6,0,FALSE
2011,Japan,Tajikistan,2011-10-11,8,0,FALSE
2011,Korea Republic,UAE,2011-10-11,2,1,FALSE
2011,Australia,Oman,2011-10-11,3,0,FALSE
2011,Sweden,Netherlands,2011-10-11,3,2,FALSE
2011,Indonesia,Qatar,2011-10-11,2,3,FALSE
2011,Thailand,Saudi Arabia,2011-10-11,0,0,FALSE
2011,Slovenia,Serbia,2011-10-11,1,0,FALSE
2011,Spain,Scotland,2011-10-11,3,1,FALSE
2011,Switzerland,Montenegro,2011-10-11,2,0,FALSE
2011,Germany,Belgium,2011-10-11,3,1,FALSE
2011,Paraguay,Uruguay,2011-10-11,1,1,FALSE
2011,Bulgaria,Wales,2011-10-11,0,1,FALSE
2011,Canada,Puerto Rico,2011-10-11,0,0,FALSE
2011,Croatia,Latvia,2011-10-11,2,0,FALSE
2011,Denmark,Portugal,2011-10-11,2,1,FALSE
2011,Argentina,Chile,2011-10-07,4,1,FALSE
2011,Ecuador,Venezuela,2011-10-07,2,0,FALSE
2011,Montenegro,England,2011-10-07,2,2,FALSE
2011,France,Albania,2011-10-07,3,0,FALSE
2011,Turkey,Germany,2011-10-07,1,3,FALSE
2011,Netherlands,Moldova,2011-10-07,1,0,FALSE
2011,Portugal,Iceland,2011-10-07,5,3,FALSE
2011,Serbia,Italy,2011-10-07,1,1,FALSE
2011,Czech Republic,Spain,2011-10-07,0,2,FALSE
