date,team,rating
2021-06-05,Sweden,1857
2021-05-29,Sweden,1859
2021-03-31,Sweden,1843
2021-03-28,Sweden,1832
2021-03-25,Sweden,1829
2020-11-17,Sweden,1817
2020-11-14,Sweden,1846
2020-11-11,Sweden,1795
2020-10-14,Sweden,1812
2020-10-11,Sweden,1813
2020-10-08,Sweden,1855
2020-09-08,Sweden,1832
2020-09-05,Sweden,1851
2020-01-12,Sweden,1868
2020-01-09,Sweden,1854
2018-11-20,Sweden,1859
2018-11-17,Sweden,1835
2018-10-16,Sweden,1811
2018-10-11,Sweden,1812
2018-09-10,Sweden,1807
2018-09-06,Sweden,1825
2018-07-07,Sweden,1878
2018-07-03,Sweden,1905
2018-06-27,Sweden,1843
2018-06-23,Sweden,1804
2018-06-18,Sweden,1818
2018-06-09,Sweden,1804
2018-06-02,Sweden,1800
2018-03-27,Sweden,1767
2018-03-24,Sweden,1792
2018-01-07,Sweden,1803
2022-11-17,Switzerland,1875
2022-09-27,Switzerland,1940
2022-09-24,Switzerland,1930
2022-06-12,Switzerland,1907
2022-06-09,Switzerland,1863
2022-06-05,Switzerland,1878
2022-06-02,Switzerland,1882
2022-03-29,Switzerland,1903
2022-03-26,Switzerland,1912
2021-11-15,Switzerland,1935
2021-11-12,Switzerland,1930
2021-10-12,Switzerland,1916
2021-10-09,Switzerland,1918
2021-09-08,Switzerland,1898
2021-09-05,Switzerland,1930
2021-09-01,Switzerland,1926
2021-07-02,Switzerland,1917
2021-06-28,Switzerland,1909
2021-06-20,Switzerland,1889
2021-06-16,Switzerland,1867
2021-06-12,Switzerland,1885
2021-06-03,Switzerland,1891
2021-05-30,Switzerland,1906
2021-03-31,Switzerland,1899
2021-03-28,Switzerland,1885
2021-03-25,Switzerland,1878
2020-11-14,Switzerland,1881
2020-11-11,Switzerland,1857
2020-10-13,Switzerland,1870
2020-10-10,Switzerland,1851
2020-10-07,Switzerland,1851
2020-09-06,Switzerland,1888
2020-09-03,Switzerland,1880
2018-11-18,Switzerland,1923
2018-11-14,Switzerland,1842
2018-10-15,Switzerland,1896
2018-10-12,Switzerland,1872
2018-09-11,Switzerland,1864
2018-09-08,Switzerland,1895
2018-07-03,Switzerland,1879
2018-06-27,Switzerland,1912
2018-06-22,Switzerland,1929
2018-06-17,Switzerland,1908
2018-06-08,Switzerland,1898
2018-06-03,Switzerland,1893
2018-03-27,Switzerland,1887
2018-03-23,Switzerland,1880
2022-11-20,Syria,1417
2022-11-17,Syria,1407
2022-09-26,Syria,1429
2022-09-23,Syria,1439
2022-06-01,Syria,1470
2022-03-29,Syria,1457
2022-03-24,Syria,1432
2022-02-01,Syria,1404
2022-01-27,Syria,1402
2021-12-06,Syria,1413
2021-12-03,Syria,1454
2021-11-30,Syria,1398
2021-11-16,Syria,1423
2021-11-11,Syria,1432
2021-10-12,Syria,1406
2021-10-07,Syria,1435
2021-09-07,Syria,1445
2021-09-02,Syria,1438
2021-08-26,Syria,1440
2021-06-15,Syria,1448
2021-06-07,Syria,1478
2021-06-04,Syria,1477
2021-03-30,Syria,1467
2021-03-25,Syria,1462
2020-11-16,Syria,1464
2020-11-12,Syria,1626
2018-12-30,Syria,1601
2018-11-20,Syria,1604
2018-11-16,Syria,1582
2018-10-16,Syria,1564
2018-10-11,Syria,1608
2018-09-10,Syria,1556
2018-09-06,Syria,1606
2018-03-27,Syria,1601
2018-03-24,Syria,1600
2022-03-27,Tahiti,1156
2022-03-24,Tahiti,1187
2018-03-23,Tahiti,1245
2018-03-20,Tahiti,1217
2021-10-11,Taiwan,883
2021-10-07,Taiwan,892
2021-06-15,Taiwan,904
2021-06-07,Taiwan,908
2021-06-03,Taiwan,938
2018-11-16,Taiwan,977
2018-11-13,Taiwan,988
2018-11-11,Taiwan,977
2018-09-07,Taiwan,1015
2018-06-08,Taiwan,977
2018-06-05,Taiwan,982
2018-06-01,Taiwan,978
2018-03-27,Taiwan,1014
2022-11-17,Tajikistan,1343
2022-09-25,Tajikistan,1312
2022-09-22,Tajikistan,1339
2022-06-14,Tajikistan,1297
2022-06-11,Tajikistan,1305
2022-06-08,Tajikistan,1286
2022-06-01,Tajikistan,1267
2022-03-29,Tajikistan,1298
2022-03-25,Tajikistan,1275
2021-11-16,Tajikistan,1242
2021-06-15,Tajikistan,1262
2021-06-07,Tajikistan,1248
2021-05-29,Tajikistan,1257
2021-05-24,Tajikistan,1263
2021-03-25,Tajikistan,1240
2021-02-05,Tajikistan,1270
2021-02-01,Tajikistan,1214
2020-11-12,Tajikistan,1214
2020-11-07,Tajikistan,1217
2020-09-03,Tajikistan,1202
2018-12-20,Tajikistan,1201
2018-12-16,Tajikistan,1210
2018-12-13,Tajikistan,1212
2018-10-12,Tajikistan,1227
2018-10-09,Tajikistan,1221
2018-10-04,Tajikistan,1186
2018-10-02,Tajikistan,1205
2018-03-27,Tajikistan,1179
2022-09-27,Tanzania,1297
2022-09-24,Tanzania,1345
2022-06-08,Tanzania,1310
2022-06-04,Tanzania,1314
2022-03-29,Tanzania,1324
2022-03-23,Tanzania,1339
2021-12-09,Tanzania,1306
2021-11-14,Tanzania,1321
2021-11-11,Tanzania,1333
2021-10-10,Tanzania,1364
2021-10-07,Tanzania,1320
2021-09-07,Tanzania,1356
2021-09-02,Tanzania,1325
2021-06-13,Tanzania,1333
2021-03-28,Tanzania,1316
2021-03-25,Tanzania,1264
2021-03-15,Tanzania,1270
2020-11-17,Tanzania,1306
2020-11-13,Tanzania,1279
2020-10-11,Tanzania,1287
2018-11-18,Tanzania,1311
2018-10-16,Tanzania,1354
2018-10-12,Tanzania,1308
2018-09-08,Tanzania,1327
2018-03-27,Tanzania,1347
2018-03-22,Tanzania,1288
2022-09-25,Thailand,1407
2022-09-22,Thailand,1375
2022-06-14,Thailand,1383
2022-06-11,Thailand,1402
2022-06-08,Thailand,1400
2022-05-31,Thailand,1384
2022-05-27,Thailand,1423
2022-05-24,Thailand,1427
2022-03-27,Thailand,1408
2022-03-24,Thailand,1385
2022-01-01,Thailand,1375
2021-12-29,Thailand,1386
2021-12-26,Thailand,1366
2021-12-23,Thailand,1369
2021-12-18,Thailand,1329
2021-12-14,Thailand,1316
2021-12-11,Thailand,1298
2021-12-05,Thailand,1289
2021-06-15,Thailand,1274
2021-06-07,Thailand,1310
2021-06-03,Thailand,1323
2021-05-30,Thailand,1335
2021-05-29,Thailand,1343
2021-05-25,Thailand,1361
2018-12-05,Thailand,1378
2018-12-01,Thailand,1388
2018-11-25,Thailand,1411
2018-11-21,Thailand,1393
2018-11-17,Thailand,1414
2018-11-09,Thailand,1399
2018-10-14,Thailand,1424
2018-10-11,Thailand,1396
2018-06-02,Thailand,1376
2018-03-25,Thailand,1395
2018-03-22,Thailand,1407
2022-09-27,Togo,1327
2022-09-24,Togo,1312
2022-06-07,Togo,1319
2022-06-03,Togo,1342
2022-03-29,Togo,1355
2022-03-24,Togo,1359
2021-11-15,Togo,1338
2021-11-11,Togo,1311
2021-10-12,Togo,1294
2021-10-09,Togo,1264
2021-09-05,Togo,1254
2021-09-01,Togo,1274
2021-08-19,Togo,1274
2021-06-08,Togo,1276
2021-06-05,Togo,1322
2021-03-29,Togo,1276
2021-03-25,Togo,1292
2020-11-17,Togo,1303
2020-11-14,Togo,1308
2020-10-12,Togo,1356
2018-11-18,Togo,1374
2018-10-16,Togo,1398
2018-10-12,Togo,1376
2018-09-09,Togo,1391
2018-03-24,Togo,1400
2018-03-21,Togo,1382
2022-09-25,Trinidad and Tobago,1323
2022-09-22,Trinidad and Tobago,1333
2022-06-13,Trinidad and Tobago,1371
2022-06-10,Trinidad and Tobago,1354
2022-06-06,Trinidad and Tobago,1346
2022-06-03,Trinidad and Tobago,1323
2022-05-30,Trinidad and Tobago,1370
2022-03-29,Trinidad and Tobago,1357
2022-03-25,Trinidad and Tobago,1376
2022-01-21,Trinidad and Tobago,1361
2021-07-18,Trinidad and Tobago,1370
2021-07-14,Trinidad and Tobago,1366
2021-07-10,Trinidad and Tobago,1388
2021-07-06,Trinidad and Tobago,1363
2021-07-02,Trinidad and Tobago,1365
2021-06-08,Trinidad and Tobago,1360
2021-06-05,Trinidad and Tobago,1326
2021-03-28,Trinidad and Tobago,1343
2021-03-25,Trinidad and Tobago,1361
2021-01-31,Trinidad and Tobago,1425
2018-11-15,Trinidad and Tobago,1428
2018-10-14,Trinidad and Tobago,1408
2018-09-06,Trinidad and Tobago,1462
2018-04-17,Trinidad and Tobago,1418
2018-03-25,Trinidad and Tobago,1427
2018-03-23,Trinidad and Tobago,1437
2022-11-22,Tunisia,1726
2022-11-16,Tunisia,1728
2022-09-27,Tunisia,1685
2022-09-22,Tunisia,1692
2022-06-14,Tunisia,1687
2022-06-10,Tunisia,1655
2022-06-05,Tunisia,1603
2022-06-02,Tunisia,1628
2022-03-29,Tunisia,1617
2022-03-25,Tunisia,1623
2022-01-29,Tunisia,1584
2022-01-23,Tunisia,1627
2022-01-20,Tunisia,1580
2022-01-16,Tunisia,1623
2022-01-12,Tunisia,1608
2021-12-18,Tunisia,1640
2021-12-15,Tunisia,1671
2021-12-10,Tunisia,1646
2021-12-06,Tunisia,1630
2021-12-03,Tunisia,1608
2021-11-30,Tunisia,1654
2021-11-16,Tunisia,1650
2021-11-13,Tunisia,1616
2021-10-10,Tunisia,1654
2021-10-07,Tunisia,1679
2021-09-07,Tunisia,1663
2021-09-03,Tunisia,1650
2021-06-15,Tunisia,1658
2021-06-11,Tunisia,1628
2021-06-05,Tunisia,1663
2021-03-28,Tunisia,1652
2021-03-25,Tunisia,1631
2020-11-17,Tunisia,1607
2020-11-13,Tunisia,1634
2020-10-13,Tunisia,1632
2020-10-09,Tunisia,1657
2018-11-20,Tunisia,1636
2018-11-16,Tunisia,1643
2018-10-16,Tunisia,1679
2018-10-13,Tunisia,1676
2018-09-09,Tunisia,1666
2018-06-28,Tunisia,1661
2018-06-23,Tunisia,1638
2018-06-18,Tunisia,1647
2018-06-09,Tunisia,1652
2018-06-01,Tunisia,1662
2018-05-28,Tunisia,1670
2018-03-27,Tunisia,1675
2018-03-23,Tunisia,1667
2022-11-19,Turkey,1739
2022-11-16,Turkey,1729
2022-09-25,Turkey,1673
2022-09-22,Turkey,1724
2022-06-14,Turkey,1748
2022-06-11,Turkey,1739
2022-06-07,Turkey,1723
2022-06-04,Turkey,1719
2022-03-29,Turkey,1710
2022-03-24,Turkey,1715
2021-11-16,Turkey,1728
2021-11-13,Turkey,1712
2021-10-11,Turkey,1710
2021-10-08,Turkey,1712
2021-09-07,Turkey,1706
2021-09-04,Turkey,1718
2021-09-01,Turkey,1715
2021-06-20,Turkey,1736
2021-06-16,Turkey,1763
2021-06-11,Turkey,1787
2021-06-03,Turkey,1802
2021-05-31,Turkey,1785
2021-05-27,Turkey,1813
2021-03-30,Turkey,1799
2021-03-27,Turkey,1823
2021-03-24,Turkey,1801
2020-11-18,Turkey,1745
2020-11-15,Turkey,1796
2020-11-11,Turkey,1774
2020-10-14,Turkey,1768
2020-10-11,Turkey,1765
2020-10-07,Turkey,1769
2020-09-06,Turkey,1748
2020-09-03,Turkey,1654
2018-11-20,Turkey,1699
2018-11-17,Turkey,1691
2018-10-14,Turkey,1704
2018-10-11,Turkey,1738
2018-09-10,Turkey,1744
2018-09-07,Turkey,1697
2018-06-05,Turkey,1723
2018-06-01,Turkey,1723
2018-05-28,Turkey,1757
2018-03-27,Turkey,1711
2018-03-23,Turkey,1744
2022-06-14,Turkmenistan,1245
2022-06-11,Turkmenistan,1257
2022-06-08,Turkmenistan,1244
2022-05-27,Turkmenistan,1268
2021-06-09,Turkmenistan,1301
2021-06-05,Turkmenistan,1243
2018-12-28,Turkmenistan,1240
2018-12-25,Turkmenistan,1260
2018-03-27,Turkmenistan,1234
2022-06-14,Turks and Caicos Islands,738
2022-06-11,Turks and Caicos Islands,710
2022-06-06,Turks and Caicos Islands,719
2022-06-03,Turks and Caicos Islands,769
2022-05-14,Turks and Caicos Islands,808
2022-05-12,Turks and Caicos Islands,754
2021-06-05,Turks and Caicos Islands,779
2021-03-30,Turks and Caicos Islands,783
2021-03-27,Turks and Caicos Islands,793
2021-03-19,Turks and Caicos Islands,771
2018-11-18,Turks and Caicos Islands,799
2018-10-13,Turks and Caicos Islands,754
2018-09-08,Turks and Caicos Islands,759
2022-09-24,Uganda,1375
2022-09-21,Uganda,1406
2022-06-08,Uganda,1412
2022-06-04,Uganda,1422
2022-03-29,Uganda,1422
2022-03-25,Uganda,1438
2022-01-27,Uganda,1436
2022-01-21,Uganda,1444
2022-01-18,Uganda,1474
2022-01-12,Uganda,1469
2021-12-09,Uganda,1468
2021-11-14,Uganda,1442
2021-11-11,Uganda,1461
2021-10-10,Uganda,1481
2021-10-07,Uganda,1465
2021-09-06,Uganda,1454
2021-09-02,Uganda,1438
2021-08-29,Uganda,1413
2021-06-10,Uganda,1432
2021-03-29,Uganda,1440
2021-03-24,Uganda,1491
2020-11-16,Uganda,1466
2020-11-12,Uganda,1480
2018-11-20,Uganda,1487
2018-11-17,Uganda,1483
2018-10-16,Uganda,1447
2018-10-13,Uganda,1432
2018-09-08,Uganda,1411
2018-06-02,Uganda,1394
2018-05-30,Uganda,1415
2018-03-27,Uganda,1450
2018-03-24,Uganda,1467
2022-09-27,Ukraine,1820
2022-09-24,Ukraine,1817
2022-09-21,Ukraine,1806
2022-06-14,Ukraine,1843
2022-06-11,Ukraine,1856
2022-06-08,Ukraine,1849
2022-06-05,Ukraine,1816
2022-06-01,Ukraine,1840
2021-11-16,Ukraine,1810
2021-11-11,Ukraine,1781
2021-10-12,Ukraine,1801
2021-10-09,Ukraine,1815
2021-09-08,Ukraine,1793
2021-09-04,Ukraine,1800
2021-09-01,Ukraine,1769
2021-07-03,Ukraine,1803
2021-06-29,Ukraine,1825
2021-06-21,Ukraine,1780
2021-06-17,Ukraine,1817
2021-06-13,Ukraine,1795
2021-06-07,Ukraine,1816
2021-06-03,Ukraine,1822
2021-05-23,Ukraine,1799
2021-03-31,Ukraine,1810
2021-03-28,Ukraine,1837
2021-03-24,Ukraine,1852
2020-11-14,Ukraine,1826
2020-11-11,Ukraine,1826
2020-10-13,Ukraine,1878
2020-10-10,Ukraine,1830
2020-10-07,Ukraine,1844
2020-09-06,Ukraine,1854
2020-09-03,Ukraine,1815
2018-11-20,Ukraine,1765
2018-11-16,Ukraine,1768
2018-10-16,Ukraine,1817
2018-10-10,Ukraine,1796
2018-09-09,Ukraine,1805
2018-09-06,Ukraine,1778
2018-06-03,Ukraine,1757
2018-05-31,Ukraine,1739
2018-03-27,Ukraine,1760
2018-03-23,Ukraine,1724
2022-11-19,United Arab Emirates,1506
2022-11-16,United Arab Emirates,1484
2022-09-27,United Arab Emirates,1479
2022-09-23,United Arab Emirates,1487
2022-06-07,United Arab Emirates,1494
2022-05-29,United Arab Emirates,1508
2022-03-29,United Arab Emirates,1536
2022-03-24,United Arab Emirates,1475
2022-02-01,United Arab Emirates,1495
2022-01-27,United Arab Emirates,1511
2021-12-10,United Arab Emirates,1483
2021-12-06,United Arab Emirates,1492
2021-12-03,United Arab Emirates,1519
2021-11-30,United Arab Emirates,1511
2021-11-16,United Arab Emirates,1490
2021-11-11,United Arab Emirates,1460
2021-10-12,United Arab Emirates,1478
2021-10-07,United Arab Emirates,1468
2021-09-07,United Arab Emirates,1474
2021-09-02,United Arab Emirates,1478
2021-06-15,United Arab Emirates,1503
2021-06-11,United Arab Emirates,1478
2021-06-07,United Arab Emirates,1478
2021-06-03,United Arab Emirates,1462
2021-05-24,United Arab Emirates,1470
2021-03-29,United Arab Emirates,1442
2021-01-12,United Arab Emirates,1443
2020-11-16,United Arab Emirates,1421
2020-11-12,United Arab Emirates,1453
2020-10-12,United Arab Emirates,1459
2018-12-28,United Arab Emirates,1467
2018-11-20,United Arab Emirates,1511
2018-11-16,United Arab Emirates,1513
2018-10-16,United Arab Emirates,1494
2018-10-11,United Arab Emirates,1511
2018-09-11,United Arab Emirates,1504
2018-09-06,United Arab Emirates,1484
2018-08-18,United Arab Emirates,1504
2018-03-25,United Arab Emirates,1510
2018-03-22,United Arab Emirates,1544
2018-01-05,United Arab Emirates,1558
2018-01-02,United Arab Emirates,1561
2022-11-21,United States,1797
2022-09-27,United States,1789
2022-09-23,United States,1787
2022-06-14,United States,1809
2022-06-10,United States,1832
2022-06-05,United States,1840
2022-06-01,United States,1845
2022-03-30,United States,1814
2022-03-27,United States,1858
2022-03-24,United States,1840
2022-02-02,United States,1842
2022-01-30,United States,1828
2022-01-27,United States,1867
2021-12-18,United States,1869
2021-11-16,United States,1848
2021-11-12,United States,1877
2021-10-13,United States,1850
2021-10-10,United States,1817
2021-10-07,United States,1870
2021-09-08,United States,1852
2021-09-05,United States,1841
2021-09-02,United States,1841
2021-08-01,United States,1876
2021-07-29,United States,1849
2021-07-25,United States,1835
2021-07-18,United States,1833
2021-07-15,United States,1811
2021-07-11,United States,1810
2021-06-09,United States,1809
2021-06-06,United States,1811
2021-06-03,United States,1779
2021-05-30,United States,1746
2021-03-28,United States,1774
2021-03-25,United States,1765
2021-01-31,United States,1754
2020-12-09,United States,1752
2020-11-16,United States,1747
2020-11-12,United States,1734
2020-02-01,United States,1771
2018-11-20,United States,1730
2018-11-15,United States,1740
2018-10-16,United States,1766
2018-10-11,United States,1750
2018-09-11,United States,1792
2018-09-07,United States,1756
2018-06-09,United States,1773
2018-06-02,United States,1729
2018-05-28,United States,1778
2018-03-27,United States,1778
2018-01-28,United States,1749
2022-09-27,Uruguay,1945
2022-09-23,Uruguay,1900
2022-06-11,Uruguay,1947
2022-06-05,Uruguay,1928
2022-06-02,Uruguay,1946
2022-03-29,Uruguay,1915
2022-03-24,Uruguay,1908
2022-02-01,Uruguay,1884
2022-01-27,Uruguay,1868
2021-11-16,Uruguay,1849
2021-11-12,Uruguay,1898
2021-10-14,Uruguay,1910
2021-10-10,Uruguay,1920
2021-10-07,Uruguay,1944
2021-09-09,Uruguay,1957
2021-09-05,Uruguay,1941
2021-09-02,Uruguay,1925
2021-07-03,Uruguay,1934
2021-06-28,Uruguay,1941
2021-06-24,Uruguay,1917
2021-06-21,Uruguay,1907
2021-06-18,Uruguay,1909
2021-06-08,Uruguay,1926
2021-06-03,Uruguay,1939
2020-11-17,Uruguay,1962
2020-11-13,Uruguay,1967
2020-10-13,Uruguay,1925
2020-10-08,Uruguay,1947
2018-11-20,Uruguay,1910
2018-11-16,Uruguay,1917
2018-10-16,Uruguay,1898
2018-10-12,Uruguay,1913
2018-09-07,Uruguay,1966
2018-07-06,Uruguay,1959
2018-06-30,Uruguay,1985
2018-06-25,Uruguay,1928
2018-06-20,Uruguay,1912
2018-06-15,Uruguay,1905
2018-06-07,Uruguay,1900
2018-03-26,Uruguay,1901
2018-03-23,Uruguay,1884
2022-06-14,US Virgin Islands,662
2022-06-11,US Virgin Islands,676
2022-06-06,US Virgin Islands,703
2022-06-03,US Virgin Islands,672
2021-06-05,US Virgin Islands,660
2021-06-02,US Virgin Islands,665
2021-05-23,US Virgin Islands,651
2021-03-30,US Virgin Islands,690
2021-03-27,US Virgin Islands,698
2021-03-21,US Virgin Islands,704
2018-11-18,US Virgin Islands,713
2018-10-12,US Virgin Islands,719
2022-11-20,Uzbekistan,1586
2022-11-16,Uzbekistan,1583
2022-09-27,Uzbekistan,1555
2022-09-23,Uzbekistan,1591
2022-06-14,Uzbekistan,1561
2022-06-11,Uzbekistan,1543
2022-06-08,Uzbekistan,1541
2022-03-29,Uzbekistan,1552
2022-03-25,Uzbekistan,1536
2022-01-27,Uzbekistan,1526
2021-11-15,Uzbekistan,1499
2021-10-12,Uzbekistan,1516
2021-10-09,Uzbekistan,1552
2021-09-05,Uzbekistan,1539
2021-06-15,Uzbekistan,1541
2021-06-11,Uzbekistan,1573
2021-06-07,Uzbekistan,1564
2021-05-30,Uzbekistan,1565
2021-03-29,Uzbekistan,1537
2021-02-15,Uzbekistan,1574
2020-11-17,Uzbekistan,1533
2020-11-12,Uzbekistan,1542
2020-10-12,Uzbekistan,1583
2020-10-08,Uzbekistan,1557
2020-09-03,Uzbekistan,1573
2020-02-23,Uzbekistan,1556
2018-11-20,Uzbekistan,1584
2018-11-15,Uzbekistan,1592
2018-10-16,Uzbekistan,1620
2018-10-13,Uzbekistan,1609
2018-09-11,Uzbekistan,1584
2018-09-06,Uzbekistan,1601
2018-06-07,Uzbekistan,1593
2018-05-19,Uzbekistan,1591
2018-03-27,Uzbekistan,1592
2018-03-23,Uzbekistan,1622
2022-09-24,Vanuatu,1122
2022-03-28,Vanuatu,1134
2022-03-10,Vanuatu,1177
2018-11-17,Vanuatu,1211
2018-11-14,Vanuatu,1191
2022-11-20,Venezuela,1691
2022-11-15,Venezuela,1678
2022-09-27,Venezuela,1687
2022-09-22,Venezuela,1644
2022-06-09,Venezuela,1702
2022-06-01,Venezuela,1678
2022-03-29,Venezuela,1673
2022-03-25,Venezuela,1686
2022-02-01,Venezuela,1687
2022-01-28,Venezuela,1709
2021-11-16,Venezuela,1676
2021-11-11,Venezuela,1685
2021-10-14,Venezuela,1701
2021-10-10,Venezuela,1744
2021-10-07,Venezuela,1709
2021-09-09,Venezuela,1700
2021-09-05,Venezuela,1712
2021-09-02,Venezuela,1742
2021-06-27,Venezuela,1746
2021-06-20,Venezuela,1773
2021-06-17,Venezuela,1775
2021-06-13,Venezuela,1759
2021-06-08,Venezuela,1775
2021-06-03,Venezuela,1754
2020-11-17,Venezuela,1818
2020-11-13,Venezuela,1779
2020-10-13,Venezuela,1780
2020-10-09,Venezuela,1742
2018-11-20,Venezuela,1760
2018-11-16,Venezuela,1750
2018-10-16,Venezuela,1758
2018-09-11,Venezuela,1752
2018-09-07,Venezuela,1724
2022-09-27,Vietnam,1399
2022-09-21,Vietnam,1386
2022-06-01,Vietnam,1383
2022-03-29,Vietnam,1378
2022-03-24,Vietnam,1351
2022-02-01,Vietnam,1377
2022-01-27,Vietnam,1332
2021-12-26,Vietnam,1339
2021-12-23,Vietnam,1336
2021-12-19,Vietnam,1368
2021-12-15,Vietnam,1359
2021-12-12,Vietnam,1374
2021-12-06,Vietnam,1357
2021-11-16,Vietnam,1356
2021-11-11,Vietnam,1366
2021-10-12,Vietnam,1365
2021-10-07,Vietnam,1377
2021-09-07,Vietnam,1401
2021-09-02,Vietnam,1403
2021-06-15,Vietnam,1404
2021-06-11,Vietnam,1434
2021-06-07,Vietnam,1419
2021-05-31,Vietnam,1346
2018-12-31,Vietnam,1344
2018-12-25,Vietnam,1335
2018-12-15,Vietnam,1334
2018-12-11,Vietnam,1309
2018-12-06,Vietnam,1335
2018-12-02,Vietnam,1317
2018-11-24,Vietnam,1295
2018-11-20,Vietnam,1282
2018-11-16,Vietnam,1304
2018-11-08,Vietnam,1287
2018-03-27,Vietnam,1287
2022-11-21,Wales,1791
2022-09-25,Wales,1784
2022-09-22,Wales,1809
2022-06-14,Wales,1813
2022-06-11,Wales,1840
2022-06-08,Wales,1823
2022-06-05,Wales,1857
2022-06-01,Wales,1808
2022-03-29,Wales,1843
2022-03-24,Wales,1857
2021-11-16,Wales,1847
2021-11-13,Wales,1829
2021-10-11,Wales,1822
2021-10-08,Wales,1811
2021-09-08,Wales,1802
2021-09-05,Wales,1830
2021-09-01,Wales,1812
2021-06-26,Wales,1836
2021-06-20,Wales,1853
2021-06-16,Wales,1863
2021-06-12,Wales,1838
2021-06-05,Wales,1821
2021-06-02,Wales,1833
2021-03-30,Wales,1859
2021-03-27,Wales,1862
2021-03-24,Wales,1819
2020-11-18,Wales,1836
2020-11-15,Wales,1825
2020-11-12,Wales,1803
2020-10-14,Wales,1810
2020-10-11,Wales,1792
2020-10-08,Wales,1789
2020-09-06,Wales,1813
2020-09-03,Wales,1779
2018-11-20,Wales,1725
2018-11-16,Wales,1773
2018-10-16,Wales,1797
2018-10-11,Wales,1772
2018-09-09,Wales,1775
2018-09-06,Wales,1803
2018-05-28,Wales,1782
2018-03-26,Wales,1764
2018-03-22,Wales,1778
2022-06-14,Yemen,1095
2022-06-11,Yemen,1153
2022-06-08,Yemen,1162
2021-06-22,Yemen,1169
2021-06-15,Yemen,1185
2021-06-11,Yemen,1196
2021-06-05,Yemen,1182
2018-12-30,Yemen,1185
2018-11-20,Yemen,1184
2018-11-16,Yemen,1188
2018-03-27,Yemen,1198
2022-11-17,Zambia,1454
2022-09-26,Zambia,1478
2022-09-23,Zambia,1451
2022-07-17,Zambia,1477
2022-07-15,Zambia,1470
2022-07-12,Zambia,1417
2022-06-07,Zambia,1434
2022-06-03,Zambia,1410
2022-03-27,Zambia,1402
2022-03-25,Zambia,1441
2022-03-18,Zambia,1406
2021-11-16,Zambia,1421
2021-11-13,Zambia,1438
2021-10-10,Zambia,1417
2021-10-07,Zambia,1410
2021-09-07,Zambia,1454
2021-09-03,Zambia,1473
2021-07-14,Zambia,1444
2021-07-13,Zambia,1445
2021-07-10,Zambia,1407
2021-07-08,Zambia,1440
2021-06-13,Zambia,1503
2021-06-11,Zambia,1451
2021-06-08,Zambia,1486
2021-06-05,Zambia,1480
2021-03-29,Zambia,1484
2021-03-25,Zambia,1465
2020-11-16,Zambia,1424
2020-11-12,Zambia,1479
2020-10-25,Zambia,1465
2020-10-22,Zambia,1457
2020-10-11,Zambia,1464
2020-10-09,Zambia,1401
2020-10-07,Zambia,1434
2018-11-18,Zambia,1398
2018-10-14,Zambia,1421
2018-10-10,Zambia,1475
2018-09-11,Zambia,1475
2018-09-08,Zambia,1439
2018-06-09,Zambia,1446
2018-06-06,Zambia,1488
2018-06-02,Zambia,1462
2018-03-24,Zambia,1469
2018-03-21,Zambia,1499
2022-01-18,Zimbabwe,1325
2022-01-14,Zimbabwe,1277
2022-01-10,Zimbabwe,1310
2022-01-02,Zimbabwe,1316
2021-11-14,Zimbabwe,1322
2021-11-11,Zimbabwe,1314
2021-10-12,Zimbabwe,1327
2021-10-09,Zimbabwe,1333
2021-09-07,Zimbabwe,1329
2021-09-03,Zimbabwe,1371
2021-07-13,Zimbabwe,1355
2021-07-11,Zimbabwe,1363
2021-07-09,Zimbabwe,1393
2021-07-07,Zimbabwe,1394
2021-03-29,Zimbabwe,1413
2021-03-25,Zimbabwe,1443
2020-11-16,Zimbabwe,1433
2020-11-12,Zimbabwe,1407
2020-10-11,Zimbabwe,1463
2018-11-18,Zimbabwe,1454
2018-10-16,Zimbabwe,1505
2018-10-13,Zimbabwe,1509
2018-09-09,Zimbabwe,1463
2018-06-09,Zimbabwe,1469
2018-06-06,Zimbabwe,1431
2018-06-03,Zimbabwe,1440
2018-04-18,Zimbabwe,1422
2018-03-24,Zimbabwe,1460
2018-03-21,Zimbabwe,1474
