year,team,all_matches,all_matches_win,all_matches_lost,all_matches_drawn,all_GF,all_GA,all_Gdiff,all_efectividad,all_fail_GF,all_fail_GA,all_nrm_fail_GF,all_nrm_fail_GA,all_nrm_GF,all_nrm_GA,all_nrm_Gdiff,Away_matches,Away_matches_win,Away_matches_lost,Away_matches_drawn,Away_GF,Away_GA,Away_Gdiff,Away_efectividad,Away_fail_GF,Away_fail_GA,Away_nrm_fail_GF,Away_nrm_fail_GA,Away_nrm_GF,Away_nrm_GA,Away_nrm_Gdiff,Home_matches,Home_matches_win,Home_matches_lost,Home_matches_drawn,Home_GF,Home_GA,Home_Gdiff,Home_efectividad,Home_fail_GF,Home_fail_GA,Home_nrm_fail_GF,Home_nrm_fail_GA,Home_nrm_GF,Home_nrm_GA,Home_nrm_Gdiff,Neutral_matches,Neutral_matches_win,Neutral_matches_lost,Neutral_matches_drawn,Neutral_GF,Neutral_GA,Neutral_Gdiff,Neutral_efectividad,Neutral_fail_GF,Neutral_fail_GA,Neutral_nrm_fail_GF,Neutral_nrm_fail_GA,Neutral_nrm_GF,Neutral_nrm_GA,Neutral_nrm_Gdiff
2012,Germany,9,7,1,1,25,12,13,0.777777777777778,0,0,0,0,2.77777777777778,1.33333333333333,1.44444444444444,4,4,0,0,12,4,8,1,0,0,0,0,3,1,2,5,3,1,1,13,8,5,0.6,0,0,0,0,2.6,1.6,1,,,,,,,,,,,,,,,
2013,Germany,6,6,0,0,21,4,17,1,0,0,0,0,3.5,0.666666666666667,2.83333333333333,3,3,0,0,11,3,8,1,0,0,0,0,3.66666666666667,1,2.66666666666667,3,3,0,0,10,1,9,1,0,0,0,0,3.33333333333333,0.333333333333333,3,,,,,,,,,,,,,,,
2014,Germany,17,11,2,4,37,15,22,0.647058823529412,2,2,0.117647058823529,0.117647058823529,2.17647058823529,0.882352941176471,1.29411764705882,2,1,1,0,1,2,-1,0.5,1,1,0.5,0.5,0.5,1,-0.5,8,4,1,3,18,9,9,0.5,1,1,0.125,0.125,2.25,1.125,1.125,7,6,0,1,18,4,14,0.857142857142857,0,0,0,0,2.57142857142857,0.571428571428571,2
2015,Germany,10,5,3,1,20,11,9,0.5,3,3,0.3,0.3,2,1.1,0.9,5,3,2,0,12,5,7,0.6,2,2,0.4,0.4,2.4,1,1.4,5,2,1,1,8,6,2,0.4,1,1,0.2,0.2,1.6,1.2,0.4,,,,,,,,,,,,,,,
2016,Germany,16,10,3,3,34,10,24,0.625,3,3,0.1875,0.1875,2.125,0.625,1.5,3,2,0,1,11,0,11,0.666666666666667,1,1,0.333333333333333,0.333333333333333,3.66666666666667,0,3.66666666666667,8,5,3,0,16,9,7,0.625,1,1,0.125,0.125,2,1.125,0.875,5,3,0,2,7,1,6,0.6,1,1,0.2,0.2,1.4,0.2,1.2
2017,Germany,15,11,0,4,43,12,31,0.733333333333333,1,1,0.0666666666666667,0.0666666666666667,2.86666666666667,0.8,2.06666666666667,5,3,0,2,10,4,6,0.6,1,1,0.2,0.2,2,0.8,1.2,5,4,0,1,21,3,18,0.8,0,0,0,0,4.2,0.6,3.6,5,4,0,1,12,5,7,0.8,0,0,0,0,2.4,1,1.4
2018,Germany,13,4,6,3,14,17,-3,0.307692307692308,5,5,0.384615384615385,0.384615384615385,1.07692307692308,1.30769230769231,-0.230769230769231,3,0,3,0,2,7,-5,0,1,1,0.333333333333333,0.333333333333333,0.666666666666667,2.33333333333333,-1.66666666666667,7,3,1,3,10,6,4,0.428571428571429,2,2,0.285714285714286,0.285714285714286,1.42857142857143,0.857142857142857,0.571428571428571,3,1,2,0,2,4,-2,0.333333333333333,2,2,0.666666666666667,0.666666666666667,0.666666666666667,1.33333333333333,-0.666666666666667
2019,Germany,10,7,1,2,33,10,23,0.7,0,0,0,0,3.3,1,2.3,4,4,0,0,10,2,8,1,0,0,0,0,2.5,0.5,2,6,3,1,2,23,8,15,0.5,0,0,0,0,3.83333333333333,1.33333333333333,2.5,,,,,,,,,,,,,,,
2020,Germany,8,3,1,4,14,16,-2,0.375,1,1,0.125,0.125,1.75,2,-0.25,3,1,1,1,3,8,-5,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,2.66666666666667,-1.66666666666667,5,2,0,3,11,8,3,0.4,0,0,0,0,2.2,1.6,0.6,,,,,,,,,,,,,,,
2021,Germany,16,11,3,2,50,13,37,0.6875,2,2,0.125,0.125,3.125,0.8125,2.3125,5,5,0,0,15,1,14,1,0,0,0,0,3,0.2,2.8,7,5,1,1,29,5,24,0.714285714285714,0,0,0,0,4.14285714285714,0.714285714285714,3.42857142857143,4,1,2,1,6,7,-1,0.25,2,2,0.5,0.5,1.5,1.75,-0.25
2022,Germany,10,3,2,5,16,12,4,0.3,1,1,0.1,0.1,1.6,1.2,0.4,5,1,0,4,7,6,1,0.2,0,0,0,0,1.4,1.2,0.2,4,2,1,1,8,4,4,0.5,1,1,0.25,0.25,2,1,1,1,0,1,0,1,2,-1,0,0,0,0,0,1,2,-1
2012,Ghana,8,4,3,1,13,6,7,0.5,3,3,0.375,0.375,1.625,0.75,0.875,2,0,2,0,0,2,-2,0,2,2,1,1,0,1,-1,6,4,1,1,13,4,9,0.666666666666667,1,1,0.166666666666667,0.166666666666667,2.16666666666667,0.666666666666667,1.5,,,,,,,,,,,,,,,
2013,Ghana,12,8,2,2,28,11,17,0.666666666666667,0,0,0,0,2.33333333333333,0.916666666666667,1.41666666666667,6,3,2,1,11,7,4,0.5,0,0,0,0,1.83333333333333,1.16666666666667,0.666666666666667,6,5,0,1,17,4,13,0.833333333333333,0,0,0,0,2.83333333333333,0.666666666666667,2.16666666666667,,,,,,,,,,,,,,,
2014,Ghana,13,5,5,3,20,15,5,0.384615384615385,3,3,0.230769230769231,0.230769230769231,1.53846153846154,1.15384615384615,0.384615384615385,6,2,3,1,5,6,-1,0.333333333333333,3,3,0.5,0.5,0.833333333333333,1,-0.166666666666667,4,3,0,1,11,3,8,0.75,0,0,0,0,2.75,0.75,2,3,0,2,1,4,6,-2,0,0,0,0,0,1.33333333333333,2,-0.666666666666667
2015,Ghana,15,9,2,4,27,10,17,0.6,2,2,0.133333333333333,0.133333333333333,1.8,0.666666666666667,1.13333333333333,4,3,0,1,6,3,3,0.75,1,1,0.25,0.25,1.5,0.75,0.75,7,4,2,1,14,6,8,0.571428571428571,0,0,0,0,2,0.857142857142857,1.14285714285714,4,2,0,2,7,1,6,0.5,1,1,0.25,0.25,1.75,0.25,1.5
2016,Ghana,8,2,2,4,7,6,1,0.25,4,4,0.5,0.5,0.875,0.75,0.125,5,1,2,2,3,4,-1,0.2,3,3,0.6,0.6,0.6,0.8,-0.2,3,1,0,2,4,2,2,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1.33333333333333,0.666666666666667,0.666666666666667,,,,,,,,,,,,,,,
2017,Ghana,13,5,5,3,17,11,6,0.384615384615385,5,5,0.384615384615385,0.384615384615385,1.30769230769231,0.846153846153846,0.461538461538462,8,2,5,1,8,9,-1,0.25,5,5,0.625,0.625,1,1.125,-0.125,5,3,0,2,9,2,7,0.6,0,0,0,0,1.8,0.4,1.4,,,,,,,,,,,,,,,
2018,Ghana,4,2,1,1,6,3,3,0.5,1,1,0.25,0.25,1.5,0.75,0.75,4,2,1,1,6,3,3,0.5,1,1,0.25,0.25,1.5,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Ghana,8,5,0,3,12,4,8,0.625,1,1,0.125,0.125,1.5,0.5,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,3,3,0,0,6,1,5,1,0,0,0,0,2,0.333333333333333,1.66666666666667,4,1,0,3,5,3,2,0.25,1,1,0.25,0.25,1.25,0.75,0.5
2020,Ghana,4,2,2,0,7,5,2,0.5,2,2,0.5,0.5,1.75,1.25,0.5,1,0,1,0,0,1,-1,0,1,1,1,1,0,1,-1,1,1,0,0,2,0,2,1,0,0,0,0,2,0,2,2,1,1,0,5,4,1,0.5,1,1,0.5,0.5,2.5,2,0.5
2021,Ghana,10,5,2,3,11,6,5,0.5,3,3,0.3,0.3,1.1,0.6,0.5,5,1,2,2,3,4,-1,0.2,2,2,0.4,0.4,0.6,0.8,-0.2,5,4,0,1,8,2,6,0.8,1,1,0.2,0.2,1.6,0.4,1.2,,,,,,,,,,,,,,,
2022,Ghana,11,2,5,4,11,16,-5,0.181818181818182,4,4,0.363636363636364,0.363636363636364,1,1.45454545454545,-0.454545454545455,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,2,1,0,1,3,0,3,0.5,1,1,0.5,0.5,1.5,0,1.5,8,1,5,2,7,15,-8,0.125,3,3,0.375,0.375,0.875,1.875,-1
2011,IR Iran,7,5,0,2,20,3,17,0.714285714285714,0,0,0,0,2.85714285714286,0.428571428571429,2.42857142857143,4,2,0,2,7,3,4,0.5,0,0,0,0,1.75,0.75,1,3,3,0,0,13,0,13,1,0,0,0,0,4.33333333333333,0,4.33333333333333,,,,,,,,,,,,,,,
2012,IR Iran,6,2,2,2,4,4,0,0.333333333333333,3,3,0.5,0.5,0.666666666666667,0.666666666666667,0,2,1,1,0,1,1,0,0.5,1,1,0.5,0.5,0.5,0.5,0,4,1,1,2,3,3,0,0.25,2,2,0.5,0.5,0.75,0.75,0,,,,,,,,,,,,,,,
2013,IR Iran,8,7,0,1,21,3,18,0.875,0,0,0,0,2.625,0.375,2.25,5,4,0,1,10,2,8,0.8,0,0,0,0,2,0.4,1.6,3,3,0,0,11,1,10,1,0,0,0,0,3.66666666666667,0.333333333333333,3.33333333333333,,,,,,,,,,,,,,,
2014,IR Iran,10,3,3,4,9,9,0,0.3,4,4,0.4,0.4,0.9,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,IR Iran,14,9,1,4,32,10,22,0.642857142857143,0,0,0,0,2.28571428571429,0.714285714285714,1.57142857142857,6,3,1,2,13,5,8,0.5,0,0,0,0,2.16666666666667,0.833333333333333,1.33333333333333,4,3,0,1,12,2,10,0.75,0,0,0,0,3,0.5,2.5,4,3,0,1,7,3,4,0.75,0,0,0,0,1.75,0.75,1
2016,IR Iran,10,8,0,2,27,2,25,0.8,2,2,0.2,0.2,2.7,0.2,2.5,4,2,0,2,4,1,3,0.5,2,2,0.5,0.5,1,0.25,0.75,6,6,0,0,23,1,22,1,0,0,0,0,3.83333333333333,0.166666666666667,3.66666666666667,,,,,,,,,,,,,,,
2017,IR Iran,11,7,1,3,14,6,8,0.636363636363636,2,2,0.181818181818182,0.181818181818182,1.27272727272727,0.545454545454545,0.727272727272727,5,3,0,2,5,2,3,0.6,1,1,0.2,0.2,1,0.4,0.6,6,4,1,1,9,4,5,0.666666666666667,1,1,0.166666666666667,0.166666666666667,1.5,0.666666666666667,0.833333333333333,,,,,,,,,,,,,,,
2018,IR Iran,15,9,3,3,19,10,9,0.6,2,2,0.133333333333333,0.133333333333333,1.26666666666667,0.666666666666667,0.6,4,2,2,0,4,4,0,0.5,1,1,0.25,0.25,1,1,0,7,6,0,1,12,3,9,0.857142857142857,0,0,0,0,1.71428571428571,0.428571428571429,1.28571428571429,4,1,1,2,3,3,0,0.25,1,1,0.25,0.25,0.75,0.75,0
2019,IR Iran,12,7,3,2,35,7,28,0.583333333333333,3,3,0.25,0.25,2.91666666666667,0.583333333333333,2.33333333333333,4,1,2,1,4,4,0,0.25,1,1,0.25,0.25,1,1,0,2,2,0,0,19,0,19,1,0,0,0,0,9.5,0,9.5,6,4,1,1,12,3,9,0.666666666666667,2,2,0.333333333333333,0.333333333333333,2,0.5,1.5
2020,IR Iran,2,2,0,0,4,1,3,1,0,0,0,0,2,0.5,1.5,2,2,0,0,4,1,3,1,0,0,0,0,2,0.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,IR Iran,11,10,0,1,31,3,28,0.909090909090909,0,0,0,0,2.81818181818182,0.272727272727273,2.54545454545455,5,5,0,0,19,1,18,1,0,0,0,0,3.8,0.2,3.6,6,5,0,1,12,2,10,0.833333333333333,0,0,0,0,2,0.333333333333333,1.66666666666667,,,,,,,,,,,,,,,
2022,IR Iran,10,6,3,1,12,11,1,0.6,1,1,0.1,0.1,1.2,1.1,0.1,1,0,1,0,0,2,-2,0,1,1,1,1,0,2,-2,4,4,0,0,5,0,5,1,0,0,0,0,1.25,0,1.25,5,2,2,1,7,9,-2,0.4,0,0,0,0,1.4,1.8,-0.4
2011,Japan,5,3,1,1,14,2,12,0.6,1,1,0.2,0.2,2.8,0.4,2.4,3,1,1,1,5,2,3,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1.66666666666667,0.666666666666667,1,2,2,0,0,9,0,9,1,0,0,0,0,4.5,0,4.5,,,,,,,,,,,,,,,
2012,Japan,6,4,1,1,13,3,10,0.666666666666667,1,1,0.166666666666667,0.166666666666667,2.16666666666667,0.5,1.66666666666667,2,1,0,1,3,2,1,0.5,0,0,0,0,1.5,1,0.5,4,3,1,0,10,1,9,0.75,1,1,0.25,0.25,2.5,0.25,2.25,,,,,,,,,,,,,,,
2013,Japan,6,1,4,1,7,12,-5,0.166666666666667,1,1,0.166666666666667,0.166666666666667,1.16666666666667,2,-0.833333333333333,4,1,3,0,5,9,-4,0.25,1,1,0.25,0.25,1.25,2.25,-1,2,0,1,1,2,3,-1,0,0,0,0,0,1,1.5,-0.5,,,,,,,,,,,,,,,
2014,Japan,13,8,4,1,26,19,7,0.615384615384615,3,3,0.230769230769231,0.230769230769231,2,1.46153846153846,0.538461538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Japan,14,11,0,3,37,3,34,0.785714285714286,1,1,0.0714285714285714,0.0714285714285714,2.64285714285714,0.214285714285714,2.42857142857143,5,4,0,1,15,1,14,0.8,0,0,0,0,3,0.2,2.8,5,4,0,1,14,1,13,0.8,1,1,0.2,0.2,2.8,0.2,2.6,4,3,0,1,8,1,7,0.75,0,0,0,0,2,0.25,1.75
2016,Japan,8,6,1,1,22,5,17,0.75,0,0,0,0,2.75,0.625,2.125,2,1,0,1,3,1,2,0.5,0,0,0,0,1.5,0.5,1,6,5,1,0,19,4,15,0.833333333333333,0,0,0,0,3.16666666666667,0.666666666666667,2.5,,,,,,,,,,,,,,,
2017,Japan,10,4,3,3,16,11,5,0.4,2,2,0.2,0.2,1.6,1.1,0.5,4,1,2,1,3,3,0,0.25,2,2,0.5,0.5,0.75,0.75,0,6,3,1,2,13,8,5,0.5,0,0,0,0,2.16666666666667,1.33333333333333,0.833333333333333,,,,,,,,,,,,,,,
2018,Japan,14,6,5,3,27,20,7,0.428571428571429,3,3,0.214285714285714,0.214285714285714,1.92857142857143,1.42857142857143,0.5,1,0,1,0,0,2,-2,0,1,1,1,1,0,2,-2,9,5,2,2,21,11,10,0.555555555555556,1,1,0.111111111111111,0.111111111111111,2.33333333333333,1.22222222222222,1.11111111111111,4,1,2,1,6,7,-1,0.25,1,1,0.25,0.25,1.5,1.75,-0.25
2019,Japan,20,13,4,3,34,18,16,0.65,3,3,0.15,0.15,1.7,0.9,0.8,3,3,0,0,7,0,7,1,0,0,0,0,2.33333333333333,0,2.33333333333333,7,4,2,1,12,5,7,0.571428571428571,2,2,0.285714285714286,0.285714285714286,1.71428571428571,0.714285714285714,1,10,6,2,2,15,13,2,0.6,1,1,0.1,0.1,1.5,1.3,0.2
2020,Japan,4,2,1,1,2,2,0,0.5,2,2,0.5,0.5,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Japan,12,10,2,0,42,5,37,0.833333333333333,2,2,0.166666666666667,0.166666666666667,3.5,0.416666666666667,3.08333333333333,5,4,1,0,17,1,16,0.8,1,1,0.2,0.2,3.4,0.2,3.2,7,6,1,0,25,4,21,0.857142857142857,1,1,0.142857142857143,0.142857142857143,3.57142857142857,0.571428571428571,3,,,,,,,,,,,,,,,
2022,Japan,9,6,1,2,15,4,11,0.666666666666667,2,2,0.222222222222222,0.222222222222222,1.66666666666667,0.444444444444444,1.22222222222222,1,1,0,0,2,0,2,1,0,0,0,0,2,0,2,5,3,1,1,9,3,6,0.6,1,1,0.2,0.2,1.8,0.6,1.2,3,2,0,1,4,1,3,0.666666666666667,1,1,0.333333333333333,0.333333333333333,1.33333333333333,0.333333333333333,1
2011,Korea Republic,5,3,1,1,12,4,8,0.6,0,0,0,0,2.4,0.8,1.6,3,1,1,1,4,3,1,0.333333333333333,0,0,0,0,1.33333333333333,1,0.333333333333333,2,2,0,0,8,1,7,1,0,0,0,0,4,0.5,3.5,,,,,,,,,,,,,,,
2012,Korea Republic,5,3,1,1,11,4,7,0.6,1,1,0.2,0.2,2.2,0.8,1.4,3,1,1,1,6,4,2,0.333333333333333,1,1,0.333333333333333,0.333333333333333,2,1.33333333333333,0.666666666666667,2,2,0,0,5,0,5,1,0,0,0,0,2.5,0,2.5,,,,,,,,,,,,,,,
2013,Korea Republic,4,2,1,1,4,3,1,0.5,1,1,0.25,0.25,1,0.75,0.25,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,3,2,1,0,3,2,1,0.666666666666667,1,1,0.333333333333333,0.333333333333333,1,0.666666666666667,0.333333333333333,,,,,,,,,,,,,,,
2014,Korea Republic,15,5,9,1,13,23,-10,0.333333333333333,7,7,0.466666666666667,0.466666666666667,0.866666666666667,1.53333333333333,-0.666666666666667,5,2,3,0,3,7,-4,0.4,3,3,0.6,0.6,0.6,1.4,-0.8,5,2,3,0,6,6,0,0.4,2,2,0.4,0.4,1.2,1.2,0,5,1,3,1,4,10,-6,0.2,2,2,0.4,0.4,0.8,2,-1.2
2015,Korea Republic,16,14,1,1,39,3,36,0.875,0,0,0,0,2.4375,0.1875,2.25,4,4,0,0,11,0,11,1,0,0,0,0,2.75,0,2.75,6,5,0,1,20,1,19,0.833333333333333,0,0,0,0,3.33333333333333,0.166666666666667,3.16666666666667,6,5,1,0,8,2,6,0.833333333333333,0,0,0,0,1.33333333333333,0.333333333333333,1
2016,Korea Republic,11,8,2,1,18,13,5,0.727272727272727,2,2,0.181818181818182,0.181818181818182,1.63636363636364,1.18181818181818,0.454545454545455,4,2,1,1,3,2,1,0.5,2,2,0.5,0.5,0.75,0.5,0.25,7,6,1,0,15,11,4,0.857142857142857,0,0,0,0,2.14285714285714,1.57142857142857,0.571428571428571,,,,,,,,,,,,,,,
2017,Korea Republic,10,2,4,4,9,13,-4,0.2,4,4,0.4,0.4,0.9,1.3,-0.4,5,0,3,2,4,8,-4,0,3,3,0.6,0.6,0.8,1.6,-0.8,5,2,1,2,5,5,0,0.4,1,1,0.2,0.2,1,1,0,,,,,,,,,,,,,,,
2018,Korea Republic,19,7,6,6,24,19,5,0.368421052631579,5,5,0.263157894736842,0.263157894736842,1.26315789473684,1,0.263157894736842,4,1,2,1,8,6,2,0.25,0,0,0,0,2,1.5,0.5,11,5,2,4,13,10,3,0.454545454545455,3,3,0.272727272727273,0.272727272727273,1.18181818181818,0.909090909090909,0.272727272727273,4,1,2,1,3,3,0,0.25,2,2,0.5,0.5,0.75,0.75,0
2019,Korea Republic,14,9,2,3,23,9,14,0.642857142857143,3,3,0.214285714285714,0.214285714285714,1.64285714285714,0.642857142857143,1,2,1,0,1,2,0,2,0.5,1,1,0.5,0.5,1,0,1,5,4,0,1,13,2,11,0.8,0,0,0,0,2.6,0.4,2.2,7,4,2,1,8,7,1,0.571428571428571,2,2,0.285714285714286,0.285714285714286,1.14285714285714,1,0.142857142857143
2020,Korea Republic,2,1,1,0,4,4,0,0.5,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Korea Republic,10,7,1,2,20,6,14,0.7,2,2,0.2,0.2,2,0.6,1.4,4,2,1,1,9,4,5,0.5,1,1,0.25,0.25,2.25,1,1.25,6,5,0,1,11,2,9,0.833333333333333,1,1,0.166666666666667,0.166666666666667,1.83333333333333,0.333333333333333,1.5,,,,,,,,,,,,,,,
2022,Korea Republic,14,9,2,3,27,12,15,0.642857142857143,2,2,0.142857142857143,0.142857142857143,1.92857142857143,0.857142857142857,1.07142857142857,2,1,1,0,1,1,0,0.5,1,1,0.5,0.5,0.5,0.5,0,8,5,1,2,15,10,5,0.625,0,0,0,0,1.875,1.25,0.625,4,3,0,1,11,1,10,0.75,1,1,0.25,0.25,2.75,0.25,2.5
2012,Mexico,6,6,0,0,15,2,13,1,0,0,0,0,2.5,0.333333333333333,2.16666666666667,3,3,0,0,9,1,8,1,0,0,0,0,3,0.333333333333333,2.66666666666667,3,3,0,0,6,1,5,1,0,0,0,0,2,0.333333333333333,1.66666666666667,,,,,,,,,,,,,,,
2013,Mexico,13,3,5,5,10,14,-4,0.230769230769231,6,6,0.461538461538462,0.461538461538462,0.769230769230769,1.07692307692308,-0.307692307692308,7,2,3,2,6,9,-3,0.285714285714286,3,3,0.428571428571429,0.428571428571429,0.857142857142857,1.28571428571429,-0.428571428571429,6,1,2,3,4,5,-1,0.166666666666667,3,3,0.5,0.5,0.666666666666667,0.833333333333333,-0.166666666666667,,,,,,,,,,,,,,,
2014,Mexico,15,9,2,4,26,11,15,0.6,3,3,0.2,0.2,1.73333333333333,0.733333333333333,1,5,2,1,2,8,7,1,0.4,1,1,0.2,0.2,1.6,1.4,0.2,4,4,0,0,9,1,8,1,0,0,0,0,2.25,0.25,2,6,3,1,2,9,3,6,0.5,2,2,0.333333333333333,0.333333333333333,1.5,0.5,1
2015,Mexico,22,10,3,9,39,23,16,0.454545454545455,5,5,0.227272727272727,0.227272727272727,1.77272727272727,1.04545454545455,0.727272727272727,9,3,2,4,10,9,1,0.333333333333333,4,4,0.444444444444444,0.444444444444444,1.11111111111111,1,0.111111111111111,10,7,0,3,25,9,16,0.7,0,0,0,0,2.5,0.9,1.6,3,0,1,2,4,5,-1,0,1,1,0.333333333333333,0.333333333333333,1.33333333333333,1.66666666666667,-0.333333333333333
2016,Mexico,15,11,1,3,23,12,11,0.733333333333333,3,3,0.2,0.2,1.53333333333333,0.8,0.733333333333333,5,4,0,1,9,2,7,0.8,1,1,0.2,0.2,1.8,0.4,1.4,10,7,1,2,14,10,4,0.7,2,2,0.2,0.2,1.4,1,0.4,,,,,,,,,,,,,,,
2017,Mexico,25,15,5,5,40,25,15,0.6,2,2,0.08,0.08,1.6,1,0.6,6,3,1,2,10,7,3,0.5,0,0,0,0,1.66666666666667,1.16666666666667,0.5,14,10,2,2,22,8,14,0.714285714285714,2,2,0.142857142857143,0.142857142857143,1.57142857142857,0.571428571428571,1,5,2,2,1,8,10,-2,0.4,0,0,0,0,1.6,2,-0.4
2018,Mexico,16,6,9,1,12,21,-9,0.375,9,9,0.5625,0.5625,0.75,1.3125,-0.5625,4,0,4,0,0,7,-7,0,4,4,1,1,0,1.75,-1.75,8,4,3,1,9,8,1,0.5,3,3,0.375,0.375,1.125,1,0.125,4,2,2,0,3,6,-3,0.5,2,2,0.5,0.5,0.75,1.5,-0.75
2019,Mexico,13,11,1,1,34,14,20,0.846153846153846,1,1,0.0769230769230769,0.0769230769230769,2.61538461538462,1.07692307692308,1.53846153846154,4,3,1,0,7,6,1,0.75,1,1,0.25,0.25,1.75,1.5,0.25,7,6,0,1,20,5,15,0.857142857142857,0,0,0,0,2.85714285714286,0.714285714285714,2.14285714285714,2,2,0,0,7,3,4,1,0,0,0,0,3.5,1.5,2
2020,Mexico,5,4,0,1,11,4,7,0.8,0,0,0,0,2.2,0.8,1.4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,2,1,0,1,5,2,3,0.5,0,0,0,0,2.5,1,1.5,2,2,0,0,5,2,3,1,0,0,0,0,2.5,1,1.5
2021,Mexico,22,12,5,5,34,16,18,0.545454545454545,5,5,0.227272727272727,0.227272727272727,1.54545454545455,0.727272727272727,0.818181818181818,8,3,4,1,8,7,1,0.375,3,3,0.375,0.375,1,0.875,0.125,12,7,1,4,22,9,13,0.583333333333333,2,2,0.166666666666667,0.166666666666667,1.83333333333333,0.75,1.08333333333333,2,2,0,0,4,0,4,1,0,0,0,0,2,0,2
2022,Mexico,16,7,4,5,17,10,7,0.4375,7,7,0.4375,0.4375,1.0625,0.625,0.4375,2,2,0,0,3,1,2,1,0,0,0,0,1.5,0.5,1,8,4,1,3,11,2,9,0.5,3,3,0.375,0.375,1.375,0.25,1.125,6,1,3,2,3,7,-4,0.166666666666667,4,4,0.666666666666667,0.666666666666667,0.5,1.16666666666667,-0.666666666666667
2012,Morocco,5,1,2,2,7,8,-1,0.2,0,0,0,0,1.4,1.6,-0.2,3,1,1,1,4,4,0,0.333333333333333,0,0,0,0,1.33333333333333,1.33333333333333,0,2,0,1,1,3,4,-1,0,0,0,0,0,1.5,2,-0.5,,,,,,,,,,,,,,,
2013,Morocco,7,2,1,4,9,8,1,0.285714285714286,1,1,0.142857142857143,0.142857142857143,1.28571428571429,1.14285714285714,0.142857142857143,3,0,1,2,2,4,-2,0,1,1,0.333333333333333,0.333333333333333,0.666666666666667,1.33333333333333,-0.666666666666667,4,2,0,2,7,4,3,0.5,0,0,0,0,1.75,1,0.75,,,,,,,,,,,,,,,
2014,Morocco,10,6,2,2,23,7,16,0.6,3,3,0.3,0.3,2.3,0.7,1.6,1,0,1,0,0,2,-2,0,1,1,1,1,0,2,-2,9,6,1,2,23,5,18,0.666666666666667,2,2,0.222222222222222,0.222222222222222,2.55555555555556,0.555555555555556,2,,,,,,,,,,,,,,,
2015,Morocco,7,3,3,1,7,4,3,0.428571428571429,3,3,0.428571428571429,0.428571428571429,1,0.571428571428571,0.428571428571429,2,1,1,0,3,1,2,0.5,1,1,0.5,0.5,1.5,0.5,1,5,2,2,1,4,3,1,0.4,2,2,0.4,0.4,0.8,0.6,0.2,,,,,,,,,,,,,,,
2016,Morocco,10,6,0,4,14,2,12,0.6,3,3,0.3,0.3,1.4,0.2,1.2,4,1,0,3,2,1,1,0.25,2,2,0.5,0.5,0.5,0.25,0.25,6,5,0,1,12,1,11,0.833333333333333,1,1,0.166666666666667,0.166666666666667,2,0.166666666666667,1.83333333333333,,,,,,,,,,,,,,,
2017,Morocco,13,8,4,1,22,7,15,0.615384615384615,4,4,0.307692307692308,0.307692307692308,1.69230769230769,0.538461538461538,1.15384615384615,6,2,3,1,5,4,1,0.333333333333333,4,4,0.666666666666667,0.666666666666667,0.833333333333333,0.666666666666667,0.166666666666667,7,6,1,0,17,3,14,0.857142857142857,0,0,0,0,2.42857142857143,0.428571428571429,2,,,,,,,,,,,,,,,
2018,Morocco,13,8,2,3,20,9,11,0.615384615384615,3,3,0.230769230769231,0.230769230769231,1.53846153846154,0.692307692307692,0.846153846153846,3,2,0,1,6,3,3,0.666666666666667,0,0,0,0,2,1,1,7,6,0,1,12,2,10,0.857142857142857,1,1,0.142857142857143,0.142857142857143,1.71428571428571,0.285714285714286,1.42857142857143,3,0,2,1,2,4,-2,0,2,2,0.666666666666667,0.666666666666667,0.666666666666667,1.33333333333333,-0.666666666666667
2019,Morocco,13,5,3,5,14,10,4,0.384615384615385,3,3,0.230769230769231,0.230769230769231,1.07692307692308,0.769230769230769,0.307692307692308,2,1,0,1,3,0,3,0.5,1,1,0.5,0.5,1.5,0,1.5,7,1,3,3,7,9,-2,0.142857142857143,2,2,0.285714285714286,0.285714285714286,1,1.28571428571429,-0.285714285714286,4,3,0,1,4,1,3,0.75,0,0,0,0,1,0.25,0.75
2020,Morocco,4,3,0,1,10,3,7,0.75,0,0,0,0,2.5,0.75,1.75,1,1,0,0,2,0,2,1,0,0,0,0,2,0,2,3,2,0,1,8,3,5,0.666666666666667,0,0,0,0,2.66666666666667,1,1.66666666666667,,,,,,,,,,,,,,,
