date,team,rating,as_of
2021-03-31,Germany,1934,2022-11-23
2021-03-28,Germany,1972,2022-11-23
2021-03-25,Germany,1962,2022-11-23
2020-11-17,Germany,1956,2022-11-23
2020-11-14,Germany,1982,2022-11-23
2020-11-11,Germany,1969,2022-11-23
2020-10-13,Germany,1966,2022-11-23
2020-10-10,Germany,1977,2022-11-23
2020-10-07,Germany,1957,2022-11-23
2020-09-06,Germany,1964,2022-11-23
2020-09-03,Germany,1963,2022-11-23
2018-11-19,Germany,1938,2022-11-23
2018-11-15,Germany,1941,2022-11-23
2018-10-16,Germany,1935,2022-11-23
2018-10-13,Germany,1942,2022-11-23
2018-09-09,Germany,1973,2022-11-23
2018-09-06,Germany,1968,2022-11-23
2018-06-27,Germany,1964,2022-11-23
2018-06-23,Germany,2044,2022-11-23
2018-06-17,Germany,2030,2022-11-23
2018-06-08,Germany,2077,2022-11-23
2018-06-02,Germany,2076,2022-11-23
2018-03-27,Germany,2092,2022-11-23
2018-03-23,Germany,2104,2022-11-23
2017-11-14,Germany,2109,2022-11-23
2017-11-10,Germany,2115,2022-11-23
2017-10-08,Germany,2117,2022-11-23
2017-10-05,Germany,2116,2022-11-23
2017-09-04,Germany,2107,2022-11-23
2017-09-01,Germany,2105,2022-11-23
2017-07-02,Germany,2099,2022-11-23
2017-06-29,Germany,2082,2022-11-23
2017-06-25,Germany,2051,2022-11-23
2017-06-22,Germany,2043,2022-11-23
2017-06-19,Germany,2048,2022-11-23
2017-06-10,Germany,2041,2022-11-23
2017-06-06,Germany,2041,2022-11-23
2017-03-26,Germany,2047,2022-11-23
2017-03-22,Germany,2043,2022-11-23
2022-11-17,Ghana,1567,2022-11-23
2022-09-27,Ghana,1540,2022-11-23
2022-09-23,Ghana,1537,2022-11-23
2022-06-14,Ghana,1538,2022-11-23
2022-06-10,Ghana,1530,2022-11-23
2022-06-05,Ghana,1536,2022-11-23
2022-06-01,Ghana,1550,2022-11-23
2022-03-29,Ghana,1540,2022-11-23
2022-03-25,Ghana,1528,2022-11-23
2022-01-18,Ghana,1526,2022-11-23
2022-01-14,Ghana,1570,2022-11-23
2022-01-10,Ghana,1581,2022-11-23
2022-01-05,Ghana,1595,2022-11-23
2021-11-14,Ghana,1604,2022-11-23
2021-11-11,Ghana,1591,2022-11-23
2021-10-12,Ghana,1604,2022-11-23
2021-10-09,Ghana,1592,2022-11-23
2021-09-06,Ghana,1585,2022-11-23
2021-09-03,Ghana,1605,2022-11-23
2021-06-12,Ghana,1601,2022-11-23
2021-06-08,Ghana,1603,2022-11-23
2021-03-28,Ghana,1609,2022-11-23
2021-03-25,Ghana,1608,2022-11-23
2020-11-17,Ghana,1607,2022-11-23
2020-11-12,Ghana,1639,2022-11-23
2020-10-12,Ghana,1634,2022-11-23
2020-10-09,Ghana,1612,2022-11-23
2018-11-18,Ghana,1626,2022-11-23
2018-09-08,Ghana,1614,2022-11-23
2018-06-07,Ghana,1645,2022-11-23
2018-05-30,Ghana,1639,2022-11-23
2017-11-12,Ghana,1617,2022-11-23
2017-10-10,Ghana,1621,2022-11-23
2017-10-07,Ghana,1597,2022-11-23
2017-09-05,Ghana,1597,2022-11-23
2017-09-01,Ghana,1564,2022-11-23
2017-07-01,Ghana,1577,2022-11-23
2017-06-28,Ghana,1580,2022-11-23
2017-06-11,Ghana,1582,2022-11-23
2017-06-07,Ghana,1573,2022-11-23
2017-02-04,Ghana,1571,2022-11-23
2017-02-02,Ghana,1596,2022-11-23
2017-01-29,Ghana,1635,2022-11-23
2017-01-25,Ghana,1609,2022-11-23
2017-01-21,Ghana,1631,2022-11-23
2017-01-17,Ghana,1610,2022-11-23
2022-11-19,Gibraltar,1069,2022-11-23
2022-11-16,Gibraltar,1060,2022-11-23
2022-09-26,Gibraltar,1052,2022-11-23
2022-09-23,Gibraltar,1054,2022-11-23
2022-06-12,Gibraltar,1058,2022-11-23
2022-06-09,Gibraltar,1060,2022-11-23
2022-06-05,Gibraltar,1045,2022-11-23
2022-06-02,Gibraltar,1048,2022-11-23
2022-03-26,Gibraltar,1050,2022-11-23
2022-03-23,Gibraltar,1047,2022-11-23
2021-11-16,Gibraltar,1047,2022-11-23
2021-11-13,Gibraltar,1065,2022-11-23
2021-10-11,Gibraltar,1066,2022-11-23
2021-10-08,Gibraltar,1066,2022-11-23
2021-09-07,Gibraltar,1075,2022-11-23
2021-09-04,Gibraltar,1076,2022-11-23
2021-09-01,Gibraltar,1079,2022-11-23
2021-06-07,Gibraltar,1088,2022-11-23
2021-06-04,Gibraltar,1087,2022-11-23
2021-03-30,Gibraltar,1088,2022-11-23
2021-03-27,Gibraltar,1089,2022-11-23
2021-03-24,Gibraltar,1092,2022-11-23
2020-11-17,Gibraltar,1095,2022-11-23
2020-11-14,Gibraltar,1100,2022-11-23
2020-11-11,Gibraltar,1110,2022-11-23
2020-10-10,Gibraltar,1112,2022-11-23
2020-10-07,Gibraltar,1082,2022-11-23
2020-09-05,Gibraltar,1090,2022-11-23
2018-11-19,Gibraltar,1103,2022-11-23
2018-11-16,Gibraltar,1107,2022-11-23
2018-10-16,Gibraltar,1123,2022-11-23
2018-10-13,Gibraltar,1106,2022-11-23
2018-09-09,Gibraltar,1068,2022-11-23
2018-09-06,Gibraltar,1086,2022-11-23
2018-03-25,Gibraltar,1094,2022-11-23
2017-10-10,Gibraltar,1079,2022-11-23
2017-10-07,Gibraltar,1080,2022-11-23
2017-09-03,Gibraltar,1087,2022-11-23
2017-08-31,Gibraltar,1089,2022-11-23
2017-06-09,Gibraltar,1090,2022-11-23
2017-03-25,Gibraltar,1096,2022-11-23
2022-11-20,Greece,1690,2022-11-23
2022-11-17,Greece,1694,2022-11-23
2022-09-27,Greece,1702,2022-11-23
2022-09-24,Greece,1690,2022-11-23
2022-06-12,Greece,1724,2022-11-23
2022-06-09,Greece,1714,2022-11-23
2022-06-05,Greece,1710,2022-11-23
2022-06-02,Greece,1694,2022-11-23
2022-03-28,Greece,1672,2022-11-23
2022-03-25,Greece,1684,2022-11-23
2021-11-14,Greece,1671,2022-11-23
2021-11-11,Greece,1686,2022-11-23
2021-10-12,Greece,1694,2022-11-23
2021-10-09,Greece,1705,2022-11-23
2021-09-08,Greece,1683,2022-11-23
2021-09-05,Greece,1656,2022-11-23
2021-09-01,Greece,1659,2022-11-23
2021-06-06,Greece,1661,2022-11-23
2021-06-03,Greece,1648,2022-11-23
2021-03-31,Greece,1639,2022-11-23
2021-03-28,Greece,1651,2022-11-23
2021-03-25,Greece,1645,2022-11-23
2020-11-18,Greece,1627,2022-11-23
2020-11-15,Greece,1633,2022-11-23
2020-11-11,Greece,1623,2022-11-23
2020-10-14,Greece,1621,2022-11-23
2020-10-11,Greece,1633,2022-11-23
2020-10-07,Greece,1629,2022-11-23
2020-09-06,Greece,1634,2022-11-23
2020-09-03,Greece,1612,2022-11-23
2018-11-18,Greece,1613,2022-11-23
2018-11-15,Greece,1647,2022-11-23
2018-10-15,Greece,1631,2022-11-23
2018-10-12,Greece,1653,2022-11-23
2018-09-11,Greece,1642,2022-11-23
2018-09-08,Greece,1662,2022-11-23
2018-05-15,Greece,1645,2022-11-23
2018-03-27,Greece,1664,2022-11-23
2018-03-23,Greece,1654,2022-11-23
2017-11-12,Greece,1661,2022-11-23
2017-11-09,Greece,1655,2022-11-23
2017-10-10,Greece,1666,2022-11-23
2017-10-07,Greece,1665,2022-11-23
2017-09-03,Greece,1651,2022-11-23
2017-08-31,Greece,1664,2022-11-23
2017-06-09,Greece,1678,2022-11-23
2017-03-25,Greece,1668,2022-11-23
2022-10-01,Grenada,1136,2022-11-23
2022-09-24,Grenada,1113,2022-11-23
2022-06-10,Grenada,1135,2022-11-23
2022-06-07,Grenada,1136,2022-11-23
2022-06-04,Grenada,1123,2022-11-23
2022-03-28,Grenada,1127,2022-11-23
2022-03-23,Grenada,1136,2022-11-23
2021-07-20,Grenada,1136,2022-11-23
2021-07-17,Grenada,1143,2022-11-23
2021-07-13,Grenada,1148,2022-11-23
2021-06-08,Grenada,1154,2022-11-23
2021-06-04,Grenada,1190,2022-11-23
2021-03-30,Grenada,1207,2022-11-23
2021-03-25,Grenada,1206,2022-11-23
2018-11-16,Grenada,1070,2022-11-23
2018-10-12,Grenada,1061,2022-11-23
2018-09-10,Grenada,1081,2022-11-23
2018-08-17,Grenada,1097,2022-11-23
2018-03-22,Grenada,1101,2022-11-23
2017-12-02,Grenada,1110,2022-11-23
2017-11-11,Grenada,1114,2022-11-23
2017-10-24,Grenada,1106,2022-11-23
2017-10-07,Grenada,1109,2022-11-23
2017-07-06,Grenada,1099,2022-11-23
2017-07-03,Grenada,1130,2022-11-23
2017-06-30,Grenada,1120,2022-11-23
2017-06-28,Grenada,1103,2022-11-23
2017-06-10,Grenada,1112,2022-11-23
2017-06-08,Grenada,1123,2022-11-23
2017-04-29,Grenada,1124,2022-11-23
2022-06-12,Guadeloupe,1215,2022-11-23
2022-06-09,Guadeloupe,1209,2022-11-23
2022-06-05,Guadeloupe,1198,2022-11-23
2022-06-02,Guadeloupe,1221,2022-11-23
2022-03-26,Guadeloupe,1202,2022-11-23
2022-03-23,Guadeloupe,1207,2022-11-23
2021-07-20,Guadeloupe,1213,2022-11-23
2021-07-16,Guadeloupe,1232,2022-11-23
2021-07-12,Guadeloupe,1238,2022-11-23
2021-07-06,Guadeloupe,1245,2022-11-23
2021-07-03,Guadeloupe,1232,2022-11-23
2021-06-23,Guadeloupe,1225,2022-11-23
2018-11-19,Guadeloupe,1203,2022-11-23
2018-10-16,Guadeloupe,1225,2022-11-23
2018-09-11,Guadeloupe,1241,2022-11-23
2018-08-11,Guadeloupe,1234,2022-11-23
2018-06-07,Guadeloupe,1241,2022-11-23
2018-03-23,Guadeloupe,1257,2022-11-23
2017-05-17,Guadeloupe,1265,2022-11-23
2017-04-26,Guadeloupe,1273,2022-11-23
2022-02-22,Guam,705,2022-11-23
2022-02-19,Guam,703,2022-11-23
2021-10-12,Guam,700,2022-11-23
2021-10-09,Guam,712,2022-11-23
2021-06-11,Guam,726,2022-11-23
2021-06-07,Guam,732,2022-11-23
2021-05-30,Guam,733,2022-11-23
2018-09-06,Guam,794,2022-11-23
2018-09-04,Guam,794,2022-11-23
2018-09-02,Guam,839,2022-11-23
2022-11-19,Guatemala,1450,2022-11-23
2022-10-23,Guatemala,1442,2022-11-23
2022-09-27,Guatemala,1449,2022-11-23
2022-09-24,Guatemala,1459,2022-11-23
2022-06-13,Guatemala,1462,2022-11-23
2022-06-10,Guatemala,1455,2022-11-23
2022-06-05,Guatemala,1465,2022-11-23
2022-06-02,Guatemala,1462,2022-11-23
2022-04-27,Guatemala,1503,2022-11-23
2022-04-24,Guatemala,1495,2022-11-23
2022-03-27,Guatemala,1475,2022-11-23
2022-03-24,Guatemala,1463,2022-11-23
2021-09-24,Guatemala,1460,2022-11-23
2021-09-08,Guatemala,1441,2022-11-23
2021-07-18,Guatemala,1448,2022-11-23
2021-07-14,Guatemala,1455,2022-11-23
2021-07-11,Guatemala,1463,2022-11-23
2021-07-06,Guatemala,1501,2022-11-23
2021-07-03,Guatemala,1514,2022-11-23
2021-06-26,Guatemala,1505,2022-11-23
2021-06-08,Guatemala,1505,2022-11-23
2021-06-04,Guatemala,1503,2022-11-23
2021-03-27,Guatemala,1494,2022-11-23
2021-03-24,Guatemala,1494,2022-11-23
2021-02-24,Guatemala,1489,2022-11-23
2021-01-22,Guatemala,1487,2022-11-23
2020-11-15,Guatemala,1486,2022-11-23
2020-10-06,Guatemala,1475,2022-11-23
2020-09-30,Guatemala,1480,2022-11-23
2020-03-04,Guatemala,1482,2022-11-23
2018-11-15,Guatemala,1494,2022-11-23
2018-09-11,Guatemala,1508,2022-11-23
2018-09-07,Guatemala,1514,2022-11-23
2018-08-18,Guatemala,1518,2022-11-23
2018-08-15,Guatemala,1515,2022-11-23
2022-09-27,Guinea,1386,2022-11-23
2022-09-23,Guinea,1391,2022-11-23
2022-06-09,Guinea,1393,2022-11-23
2022-06-05,Guinea,1381,2022-11-23
2022-03-25,Guinea,1384,2022-11-23
2022-01-24,Guinea,1379,2022-11-23
2022-01-18,Guinea,1402,2022-11-23
2022-01-14,Guinea,1437,2022-11-23
2022-01-10,Guinea,1420,2022-11-23
2022-01-06,Guinea,1403,2022-11-23
2022-01-03,Guinea,1388,2022-11-23
2021-11-16,Guinea,1408,2022-11-23
2021-11-12,Guinea,1414,2022-11-23
2021-10-12,Guinea,1421,2022-11-23
2021-10-09,Guinea,1428,2022-11-23
2021-10-06,Guinea,1432,2022-11-23
2021-09-01,Guinea,1437,2022-11-23
2021-06-11,Guinea,1442,2022-11-23
2021-06-08,Guinea,1437,2022-11-23
2021-06-05,Guinea,1425,2022-11-23
2021-05-31,Guinea,1447,2022-11-23
2021-03-28,Guinea,1438,2022-11-23
2021-03-24,Guinea,1460,2022-11-23
2020-11-15,Guinea,1438,2022-11-23
2020-11-11,Guinea,1447,2022-11-23
2020-10-10,Guinea,1443,2022-11-23
2018-11-18,Guinea,1469,2022-11-23
2018-10-16,Guinea,1467,2022-11-23
2018-10-12,Guinea,1473,2022-11-23
2018-09-09,Guinea,1463,2022-11-23
2018-03-24,Guinea,1454,2022-11-23
2017-11-11,Guinea,1472,2022-11-23
2017-10-07,Guinea,1486,2022-11-23
2017-09-04,Guinea,1524,2022-11-23
2017-08-31,Guinea,1549,2022-11-23
2017-06-10,Guinea,1538,2022-11-23
2017-06-06,Guinea,1504,2022-11-23
2017-03-28,Guinea,1509,2022-11-23
2017-03-24,Guinea,1494,2022-11-23
2022-11-20,Guinea-Bissau,1383,2022-11-23
2022-11-17,Guinea-Bissau,1382,2022-11-23
2022-09-24,Guinea-Bissau,1394,2022-11-23
2022-06-13,Guinea-Bissau,1391,2022-11-23
2022-06-09,Guinea-Bissau,1393,2022-11-23
2022-03-26,Guinea-Bissau,1381,2022-11-23
2022-03-23,Guinea-Bissau,1398,2022-11-23
2022-01-19,Guinea-Bissau,1364,2022-11-23
2022-01-15,Guinea-Bissau,1375,2022-11-23
2022-01-11,Guinea-Bissau,1385,2022-11-23
2021-11-15,Guinea-Bissau,1391,2022-11-23
2021-11-12,Guinea-Bissau,1393,2022-11-23
2021-10-09,Guinea-Bissau,1386,2022-11-23
2021-10-06,Guinea-Bissau,1392,2022-11-23
2021-09-07,Guinea-Bissau,1400,2022-11-23
2021-09-01,Guinea-Bissau,1359,2022-11-23
2021-03-30,Guinea-Bissau,1354,2022-11-23
2021-03-26,Guinea-Bissau,1322,2022-11-23
2020-11-15,Guinea-Bissau,1298,2022-11-23
2020-11-11,Guinea-Bissau,1303,2022-11-23
2020-10-08,Guinea-Bissau,1305,2022-11-23
2018-11-17,Guinea-Bissau,1313,2022-11-23
2018-10-14,Guinea-Bissau,1303,2022-11-23
2018-10-10,Guinea-Bissau,1278,2022-11-23
2018-09-08,Guinea-Bissau,1285,2022-11-23
2018-03-25,Guinea-Bissau,1277,2022-11-23
2018-03-22,Guinea-Bissau,1288,2022-11-23
2017-06-10,Guinea-Bissau,1292,2022-11-23
2017-03-25,Guinea-Bissau,1272,2022-11-23
2017-01-22,Guinea-Bissau,1274,2022-11-23
2017-01-18,Guinea-Bissau,1289,2022-11-23
2017-01-14,Guinea-Bissau,1296,2022-11-23
2022-06-14,Guyana,1184,2022-11-23
2022-06-11,Guyana,1195,2022-11-23
2022-06-07,Guyana,1214,2022-11-23
2022-06-04,Guyana,1196,2022-11-23
2022-05-28,Guyana,1188,2022-11-23
2022-04-18,Guyana,1182,2022-11-23
2022-04-16,Guyana,1167,2022-11-23
2022-03-29,Guyana,1172,2022-11-23
2022-03-27,Guyana,1161,2022-11-23
2022-02-01,Guyana,1137,2022-11-23
2022-01-30,Guyana,1142,2022-11-23
2021-07-03,Guyana,1145,2022-11-23
2021-06-28,Guyana,1154,2022-11-23
2021-06-08,Guyana,1141,2022-11-23
2021-06-04,Guyana,1184,2022-11-23
2021-03-30,Guyana,1207,2022-11-23
2021-03-25,Guyana,1196,2022-11-23
2018-11-20,Guyana,1184,2022-11-23
2018-10-13,Guyana,1193,2022-11-23
2018-09-06,Guyana,1180,2022-11-23
2017-11-25,Guyana,1189,2022-11-23
2017-11-14,Guyana,1195,2022-11-23
2017-10-07,Guyana,1187,2022-11-23
2017-03-28,Guyana,1197,2022-11-23
2022-06-14,Haiti,1536,2022-11-23
2022-06-11,Haiti,1525,2022-11-23
2022-06-07,Haiti,1506,2022-11-23
2022-06-04,Haiti,1505,2022-11-23
2022-03-27,Haiti,1514,2022-11-23
2021-09-04,Haiti,1526,2022-11-23
2021-09-01,Haiti,1506,2022-11-23
2021-07-18,Haiti,1525,2022-11-23
2021-07-15,Haiti,1507,2022-11-23
2021-07-11,Haiti,1532,2022-11-23
2021-07-06,Haiti,1538,2022-11-23
2021-07-02,Haiti,1526,2022-11-23
2021-06-15,Haiti,1518,2022-11-23
2021-06-12,Haiti,1543,2022-11-23
2021-06-08,Haiti,1565,2022-11-23
2021-06-05,Haiti,1562,2022-11-23
2021-03-25,Haiti,1560,2022-11-23
2018-11-20,Haiti,1512,2022-11-23
2018-11-17,Haiti,1521,2022-11-23
2018-10-16,Haiti,1499,2022-11-23
2018-09-10,Haiti,1494,2022-11-23
2018-05-29,Haiti,1492,2022-11-23
2017-11-10,Haiti,1493,2022-11-23
2017-10-10,Haiti,1479,2022-11-23
2017-03-28,Haiti,1471,2022-11-23
2017-03-24,Haiti,1520,2022-11-23
2017-01-08,Haiti,1512,2022-11-23
2017-01-06,Haiti,1488,2022-11-23
2022-10-30,Honduras,1472,2022-11-23
2022-10-27,Honduras,1467,2022-11-23
2022-09-27,Honduras,1472,2022-11-23
2022-09-23,Honduras,1462,2022-11-23
2022-06-13,Honduras,1463,2022-11-23
2022-06-06,Honduras,1430,2022-11-23
2022-06-03,Honduras,1459,2022-11-23
2022-03-30,Honduras,1435,2022-11-23
2022-03-27,Honduras,1445,2022-11-23
2022-03-24,Honduras,1451,2022-11-23
2022-02-02,Honduras,1437,2022-11-23
2022-01-30,Honduras,1441,2022-11-23
2022-01-27,Honduras,1478,2022-11-23
2022-01-16,Honduras,1493,2022-11-23
2021-11-16,Honduras,1495,2022-11-23
2021-11-12,Honduras,1504,2022-11-23
2021-10-13,Honduras,1526,2022-11-23
2021-10-10,Honduras,1567,2022-11-23
2021-10-07,Honduras,1573,2022-11-23
2021-09-08,Honduras,1577,2022-11-23
2021-09-05,Honduras,1599,2022-11-23
2021-09-02,Honduras,1596,2022-11-23
2021-07-24,Honduras,1584,2022-11-23
2021-07-20,Honduras,1598,2022-11-23
2021-07-17,Honduras,1633,2022-11-23
2021-07-13,Honduras,1612,2022-11-23
2021-06-12,Honduras,1606,2022-11-23
2021-06-06,Honduras,1599,2022-11-23
2021-06-03,Honduras,1597,2022-11-23
2021-03-28,Honduras,1604,2022-11-23
2021-03-24,Honduras,1610,2022-11-23
2020-11-15,Honduras,1610,2022-11-23
2020-10-10,Honduras,1621,2022-11-23
2018-11-20,Honduras,1591,2022-11-23
2018-11-16,Honduras,1595,2022-11-23
2018-10-11,Honduras,1588,2022-11-23
2018-06-02,Honduras,1590,2022-11-23
2018-05-28,Honduras,1604,2022-11-23
2017-11-15,Honduras,1610,2022-11-23
2017-11-10,Honduras,1625,2022-11-23
2017-10-10,Honduras,1626,2022-11-23
2017-10-07,Honduras,1597,2022-11-23
2017-09-05,Honduras,1583,2022-11-23
2017-09-01,Honduras,1578,2022-11-23
2017-07-20,Honduras,1560,2022-11-23
2017-07-14,Honduras,1567,2022-11-23
2017-07-11,Honduras,1568,2022-11-23
2017-07-07,Honduras,1582,2022-11-23
2017-06-13,Honduras,1596,2022-11-23
2017-06-08,Honduras,1587,2022-11-23
2017-05-27,Honduras,1592,2022-11-23
2017-03-28,Honduras,1597,2022-11-23
2017-03-24,Honduras,1592,2022-11-23
2017-03-16,Honduras,1610,2022-11-23
2017-02-22,Honduras,1608,2022-11-23
2017-02-16,Honduras,1612,2022-11-23
2017-01-22,Honduras,1625,2022-11-23
2017-01-20,Honduras,1622,2022-11-23
2017-01-17,Honduras,1611,2022-11-23
2017-01-15,Honduras,1581,2022-11-23
2017-01-13,Honduras,1569,2022-11-23
2022-09-24,Hong Kong,1139,2022-11-23
2022-09-21,Hong Kong,1146,2022-11-23
2022-07-27,Hong Kong,1142,2022-11-23
2022-07-24,Hong Kong,1148,2022-11-23
2022-07-19,Hong Kong,1149,2022-11-23
2022-06-14,Hong Kong,1150,2022-11-23
2022-06-11,Hong Kong,1174,2022-11-23
2022-06-08,Hong Kong,1164,2022-11-23
2022-06-01,Hong Kong,1144,2022-11-23
2022-05-24,Hong Kong,1155,2022-11-23
2021-06-15,Hong Kong,1160,2022-11-23
2021-06-11,Hong Kong,1165,2022-11-23
2021-06-03,Hong Kong,1168,2022-11-23
2018-11-16,Hong Kong,1212,2022-11-23
2018-11-13,Hong Kong,1208,2022-11-23
2018-11-11,Hong Kong,1195,2022-11-23
2018-10-16,Hong Kong,1180,2022-11-23
2018-10-11,Hong Kong,1176,2022-11-23
2018-03-27,Hong Kong,1183,2022-11-23
2017-11-14,Hong Kong,1190,2022-11-23
2017-11-09,Hong Kong,1202,2022-11-23
2017-10-10,Hong Kong,1215,2022-11-23
2017-10-05,Hong Kong,1201,2022-11-23
2017-09-05,Hong Kong,1199,2022-11-23
2017-08-31,Hong Kong,1200,2022-11-23
2017-06-13,Hong Kong,1201,2022-11-23
2017-06-07,Hong Kong,1189,2022-11-23
2017-03-28,Hong Kong,1183,2022-11-23
2017-03-23,Hong Kong,1193,2022-11-23
2022-11-20,Hungary,1825,2022-11-23
2022-11-17,Hungary,1821,2022-11-23
2022-09-26,Hungary,1828,2022-11-23
2022-09-23,Hungary,1857,2022-11-23
2022-06-14,Hungary,1824,2022-11-23
2022-06-11,Hungary,1758,2022-11-23
2022-06-07,Hungary,1752,2022-11-23
2022-06-04,Hungary,1758,2022-11-23
2022-03-29,Hungary,1727,2022-11-23
2022-03-24,Hungary,1717,2022-11-23
2021-11-15,Hungary,1726,2022-11-23
2021-11-12,Hungary,1695,2022-11-23
2021-10-12,Hungary,1695,2022-11-23
2021-10-09,Hungary,1678,2022-11-23
2021-09-08,Hungary,1710,2022-11-23
2021-09-05,Hungary,1710,2022-11-23
2021-09-02,Hungary,1735,2022-11-23
2021-06-23,Hungary,1755,2022-11-23
2021-06-19,Hungary,1737,2022-11-23
2021-06-15,Hungary,1720,2022-11-23
2021-06-08,Hungary,1741,2022-11-23
2021-06-04,Hungary,1747,2022-11-23
2021-03-31,Hungary,1746,2022-11-23
2021-03-28,Hungary,1744,2022-11-23
2021-03-25,Hungary,1743,2022-11-23
2020-11-18,Hungary,1745,2022-11-23
2020-11-15,Hungary,1718,2022-11-23
2020-11-12,Hungary,1722,2022-11-23
2020-10-14,Hungary,1710,2022-11-23
2020-10-11,Hungary,1699,2022-11-23
2020-10-08,Hungary,1668,2022-11-23
2020-09-06,Hungary,1636,2022-11-23
2020-09-03,Hungary,1652,2022-11-23
2018-11-18,Hungary,1611,2022-11-23
2018-11-15,Hungary,1584,2022-11-23
2018-10-15,Hungary,1571,2022-11-23
2018-10-12,Hungary,1572,2022-11-23
2018-09-11,Hungary,1583,2022-11-23
2018-09-08,Hungary,1563,2022-11-23
2018-06-09,Hungary,1576,2022-11-23
2018-06-06,Hungary,1585,2022-11-23
2018-03-27,Hungary,1584,2022-11-23
2018-03-23,Hungary,1594,2022-11-23
2017-11-14,Hungary,1612,2022-11-23
2017-11-09,Hungary,1600,2022-11-23
2017-10-10,Hungary,1615,2022-11-23
2017-10-07,Hungary,1612,2022-11-23
2017-09-03,Hungary,1620,2022-11-23
2017-08-31,Hungary,1628,2022-11-23
2017-06-09,Hungary,1620,2022-11-23
2017-06-05,Hungary,1659,2022-11-23
2017-03-25,Hungary,1682,2022-11-23
2022-11-19,Iceland,1543,2022-11-23
2022-11-16,Iceland,1547,2022-11-23
2022-11-11,Iceland,1555,2022-11-23
2022-11-06,Iceland,1558,2022-11-23
2022-09-27,Iceland,1566,2022-11-23
2022-09-22,Iceland,1561,2022-11-23
2022-06-13,Iceland,1547,2022-11-23
2022-06-09,Iceland,1547,2022-11-23
2022-06-06,Iceland,1547,2022-11-23
2022-06-02,Iceland,1551,2022-11-23
2022-03-29,Iceland,1541,2022-11-23
2022-03-26,Iceland,1542,2022-11-23
2022-01-15,Iceland,1537,2022-11-23
2022-01-12,Iceland,1544,2022-11-23
2021-11-14,Iceland,1546,2022-11-23
2021-11-11,Iceland,1564,2022-11-23
2021-10-11,Iceland,1553,2022-11-23
2021-10-08,Iceland,1550,2022-11-23
2021-09-08,Iceland,1555,2022-11-23
2021-09-05,Iceland,1569,2022-11-23
2021-09-02,Iceland,1575,2022-11-23
2021-06-08,Iceland,1612,2022-11-23
2021-06-04,Iceland,1605,2022-11-23
2021-05-29,Iceland,1601,2022-11-23
2021-03-31,Iceland,1604,2022-11-23
2021-03-28,Iceland,1597,2022-11-23
2021-03-25,Iceland,1627,2022-11-23
2020-11-18,Iceland,1633,2022-11-23
2020-11-15,Iceland,1639,2022-11-23
2020-11-12,Iceland,1643,2022-11-23
2020-10-14,Iceland,1655,2022-11-23
2020-10-11,Iceland,1661,2022-11-23
2020-10-08,Iceland,1688,2022-11-23
2020-09-08,Iceland,1671,2022-11-23
2020-09-05,Iceland,1674,2022-11-23
2020-01-19,Iceland,1685,2022-11-23
2020-01-15,Iceland,1680,2022-11-23
2018-11-19,Iceland,1669,2022-11-23
2018-11-15,Iceland,1673,2022-11-23
2018-10-15,Iceland,1676,2022-11-23
2018-10-11,Iceland,1691,2022-11-23
2018-09-11,Iceland,1682,2022-11-23
2018-09-08,Iceland,1694,2022-11-23
2018-06-26,Iceland,1709,2022-11-23
2018-06-22,Iceland,1722,2022-11-23
2018-06-16,Iceland,1782,2022-11-23
2018-06-07,Iceland,1765,2022-11-23
2018-06-02,Iceland,1771,2022-11-23
2018-03-27,Iceland,1788,2022-11-23
2018-03-23,Iceland,1799,2022-11-23
2018-01-14,Iceland,1814,2022-11-23
2017-11-14,Iceland,1812,2022-11-23
2017-11-08,Iceland,1821,2022-11-23
