date,team,opponent,GF,GA,did_score_team,fail_to_score_team,did_receive_goal_team,not_receive_goal_team,GF_last_5_team,GA_last_5_team,pre_rating_team,pre_rating_opponent,qatar,dr_pre,did_score_opponent,fail_to_score_opponent,did_receive_goal_opponent,not_receive_goal_opponent,GF_last_5_opponent,GA_last_5_opponent
2021-11-16,Jamaica,United States,1,1,3,2,3,2,4,4,1578,1504,FALSE,174,4,1,3,2,10,3
2021-10-10,Jamaica,Canada,0,0,2,3,5,0,2,9,1528,1867,FALSE,-239,5,0,4,1,7,5
2021-09-05,Jamaica,Panama,0,3,3,2,4,1,5,5,1570,1896,FALSE,-226,3,2,4,1,8,10
2021-07-16,Jamaica,Guadeloupe,2,1,4,1,4,1,6,9,1595,1323,FALSE,272,4,1,4,1,6,11
2021-07-12,Jamaica,Suriname,2,0,4,1,4,1,6,9,1580,1793,FALSE,-213,4,1,2,3,16,6
2021-06-07,Jamaica,Serbia,1,1,4,1,4,1,7,9,1574,1758,FALSE,-184,3,2,3,2,7,5
2020-03-11,Jamaica,Bermuda,2,0,4,1,3,2,14,5,1570,1258,FALSE,412,4,1,2,3,16,6
2018-11-17,Jamaica,Suriname,2,1,4,1,3,2,17,5,1566,974,FALSE,692,4,1,2,3,13,5
2018-10-14,Jamaica,Bonaire,6,0,4,1,3,2,13,5,1563,948,FALSE,615,,,,,,
2018-09-09,Jamaica,Cayman Islands,4,0,4,1,4,1,12,6,1562,1755,FALSE,-93,,,,,,
2018-03-25,Jamaica,Antigua and Barbuda,1,1,4,1,5,0,7,12,1570,1757,FALSE,-87,,,,,,
2018-01-30,Jamaica,Korea Republic,2,2,4,1,4,1,6,10,1565,1623,FALSE,-58,5,0,3,2,9,4
2022-12-01,Japan,Spain,,,,,,,,,,,TRUE,,,,,,,
2022-11-27,Japan,Costa Rica,,,,,,,,,,,TRUE,,,,,,,
2022-09-23,Japan,United States,2,0,3,2,2,3,13,4,1780,1783,FALSE,-3,3,2,2,3,9,3
2022-07-27,Japan,Korea Republic,3,0,2,3,3,2,10,5,1749,1462,FALSE,387,5,0,2,3,14,3
2022-07-24,Japan,China,0,0,3,2,4,1,14,6,1766,1149,FALSE,717,2,3,5,0,2,11
2022-07-19,Japan,Hong Kong,6,0,3,2,5,0,9,7,1765,1687,FALSE,178,2,3,3,2,5,7
2022-06-14,Japan,Tunisia,0,3,4,1,4,1,11,4,1808,1530,FALSE,378,3,2,0,5,7,0
2022-06-10,Japan,Ghana,4,1,4,1,3,2,9,3,1802,2166,FALSE,-264,4,1,3,2,7,5
2022-06-06,Japan,Brazil,0,1,5,0,2,3,11,2,1806,1717,FALSE,189,5,0,2,3,18,2
2022-06-02,Japan,Paraguay,4,1,5,0,1,4,8,1,1796,1370,FALSE,526,1,4,4,1,3,8
2022-03-29,Japan,Vietnam,1,1,5,0,0,5,8,0,1814,1696,FALSE,218,1,4,4,1,3,8
2022-02-01,Japan,Saudi Arabia,2,0,4,1,2,3,6,2,1767,1496,FALSE,371,3,2,3,2,3,3
2022-01-27,Japan,China,2,0,4,1,2,3,5,2,1760,1503,FALSE,357,4,1,5,0,7,8
2021-10-12,Japan,Australia,2,1,3,2,3,2,7,3,1723,1657,FALSE,166,5,0,1,4,11,1
2021-09-07,Japan,China,1,0,4,1,3,2,20,3,1735,1537,FALSE,198,4,1,2,3,17,4
2021-09-02,Japan,Oman,0,1,5,0,2,3,34,2,1771,1253,FALSE,618,4,1,4,1,10,4
2021-06-15,Japan,Kyrgyzstan,5,1,5,0,1,4,32,1,1769,1785,FALSE,84,3,2,4,1,11,4
2021-06-11,Japan,Serbia,1,0,4,1,2,3,31,3,1761,1249,FALSE,612,4,1,4,1,8,6
2021-06-07,Japan,Tajikistan,4,1,4,1,1,4,28,2,1759,1046,FALSE,813,3,2,2,3,6,4
2021-05-28,Japan,Myanmar,10,0,4,1,1,4,19,2,1758,729,FALSE,1129,3,2,4,1,8,9
2021-03-30,Japan,Mongolia,14,0,3,2,1,4,5,2,1758,1758,FALSE,100,4,1,5,0,7,15
2021-03-25,Japan,Korea Republic,3,0,3,2,1,4,6,2,1744,1931,FALSE,-87,4,1,3,2,9,5
2020-11-13,Japan,Panama,1,0,4,1,2,3,10,4,1747,1619,FALSE,128,4,1,1,4,5,2
2020-10-13,Japan,Ivory Coast,1,0,4,1,2,3,12,4,1740,1584,FALSE,156,4,1,3,2,8,3
2018-11-20,Japan,Kyrgyzstan,4,0,5,0,3,2,13,7,1730,1754,FALSE,76,4,1,4,1,6,6
2018-11-16,Japan,Venezuela,1,1,4,1,3,2,12,7,1732,1932,FALSE,-100,4,1,2,3,6,3
2018-10-16,Japan,Uruguay,4,3,4,1,3,2,10,6,1719,1575,FALSE,244,4,1,4,1,10,6
2018-10-12,Japan,Panama,3,0,4,1,4,1,9,7,1712,1702,FALSE,110,2,3,5,0,2,14
2018-09-11,Japan,Costa Rica,3,0,4,1,5,0,10,9,1699,2009,FALSE,-210,2,3,5,0,3,11
2018-06-24,Japan,Senegal,2,2,3,2,5,0,7,9,1732,1879,FALSE,-147,3,2,2,3,5,3
2018-06-19,Japan,Colombia,2,1,3,2,5,0,6,9,1684,1728,FALSE,-44,3,2,2,3,8,4
2018-06-12,Japan,Paraguay,4,2,3,2,5,0,3,11,1666,1889,FALSE,-223,3,2,4,1,6,5
2018-05-30,Japan,Ghana,0,2,5,0,4,1,6,8,1692,1742,FALSE,50,4,1,3,2,10,3
2018-03-23,Japan,Mali,1,1,4,1,4,1,5,9,1706,1760,FALSE,-54,1,4,2,3,2,7
2022-11-17,Jordan,Spain,1,3,5,0,0,5,9,0,1593,1546,FALSE,147,5,0,2,3,7,4
2022-09-26,Jordan,Oman,1,0,5,0,1,4,9,2,1583,1449,FALSE,234,4,1,1,4,6,1
2022-09-23,Jordan,Syria,2,0,5,0,1,4,9,2,1573,1298,FALSE,375,3,2,3,2,5,5
2022-06-11,Jordan,Indonesia,1,0,5,0,3,2,10,4,1544,937,FALSE,607,4,1,3,2,11,4
2022-06-08,Jordan,Nepal,2,0,5,0,4,1,9,7,1542,1683,FALSE,-141,3,2,4,1,4,7
2022-05-28,Jordan,India,2,0,4,1,5,0,11,10,1544,1083,FALSE,461,4,1,3,2,8,6
2022-01-31,Jordan,South Sudan,2,1,4,1,4,1,10,9,1543,1513,FALSE,30,2,3,5,0,2,8
2022-01-28,Jordan,New Zealand,3,1,3,2,4,1,7,9,1528,1677,FALSE,-149,5,0,2,3,8,2
2021-12-07,Jordan,Palestine,5,1,3,2,2,3,6,5,1521,1752,FALSE,-231,3,2,4,1,8,7
2021-12-01,Jordan,Saudi Arabia,1,0,4,1,2,3,11,2,1511,1453,FALSE,58,4,1,1,4,6,2
2021-10-12,Jordan,Uzbekistan,3,0,2,3,3,2,6,4,1478,1197,FALSE,381,4,1,3,2,12,6
2021-10-06,Jordan,Malaysia,4,0,2,3,3,2,5,4,1472,1558,FALSE,14,3,2,4,1,3,12
2021-06-07,Jordan,Nepal,3,0,4,1,3,2,5,7,1471,1410,FALSE,61,3,2,2,3,6,7
2021-05-31,Jordan,Vietnam,1,1,3,2,3,2,4,8,1473,1451,FALSE,22,5,0,4,1,10,6
2021-03-24,Jordan,Lebanon,1,0,2,3,2,3,3,3,1466,1500,FALSE,-34,1,4,4,1,1,8
2021-03-20,Jordan,Oman,0,0,2,3,2,3,3,3,1465,1562,FALSE,-97,3,2,3,2,5,7
2021-02-01,Jordan,Tajikistan,2,0,2,3,3,2,2,4,1489,1485,FALSE,4,2,3,5,0,3,12
2020-11-16,Jordan,Syria,1,0,2,3,4,1,2,5,1479,1618,FALSE,-139,4,1,3,2,5,4
2018-11-20,Jordan,Saudi Arabia,1,1,2,3,3,2,3,4,1467,1212,FALSE,355,4,1,4,1,6,6
2018-11-17,Jordan,India,2,1,2,3,2,3,4,3,1465,1918,FALSE,-353,4,1,2,3,8,3
2018-09-11,Jordan,Oman,0,0,4,1,3,2,6,4,1462,1466,FALSE,96,3,2,0,5,4,0
2018-09-06,Jordan,Lebanon,0,1,5,0,3,2,7,4,1475,1403,FALSE,172,5,0,2,3,11,3
2018-05-20,Jordan,Cyprus,3,0,5,0,3,2,5,4,1465,1285,FALSE,280,2,3,4,1,3,10
2018-03-27,Jordan,Vietnam,1,1,5,0,3,2,7,6,1479,1415,FALSE,164,3,2,2,3,8,2
2018-03-21,Jordan,Kuwait,1,0,5,0,4,1,7,7,1473,1602,FALSE,-29,,,,,,
2022-09-22,Kazakhstan,Belarus,2,1,4,1,3,2,6,3,1420,1627,FALSE,-107,2,3,3,2,2,4
2022-06-13,Kazakhstan,Slovakia,2,1,4,1,3,2,6,3,1391,1450,FALSE,41,3,2,2,3,4,3
2022-06-03,Kazakhstan,Azerbaijan,2,0,2,3,4,1,3,12,1331,1204,FALSE,227,3,2,5,0,4,10
2022-03-29,Kazakhstan,Moldova,0,1,2,3,4,1,3,13,1365,1170,FALSE,295,3,2,5,0,4,15
2021-11-16,Kazakhstan,Tajikistan,1,0,1,4,5,0,2,15,1344,2105,FALSE,-661,4,1,2,3,10,6
2021-10-12,Kazakhstan,Finland,0,2,2,3,5,0,4,11,1358,1649,FALSE,-191,2,3,3,2,2,6
2021-10-09,Kazakhstan,Bosnia and Herzegovina,0,2,3,2,5,0,5,10,1375,1632,FALSE,-157,3,2,3,2,4,5
2021-09-01,Kazakhstan,Ukraine,2,2,3,2,5,0,3,12,1347,1603,FALSE,-156,3,2,5,0,6,10
2021-03-28,Kazakhstan,France,0,2,2,3,3,2,2,7,1334,1370,FALSE,64,4,1,4,1,8,6
2020-11-18,Kazakhstan,Lithuania,1,2,2,3,3,2,2,7,1360,1543,FALSE,-83,3,2,4,1,7,6
2020-10-11,Kazakhstan,Albania,0,0,5,0,3,2,9,5,1375,1504,FALSE,-29,2,3,3,2,3,7
2020-09-07,Kazakhstan,Belarus,1,2,5,0,3,2,9,4,1396,1285,FALSE,211,4,1,1,4,6,2
2018-11-15,Kazakhstan,Latvia,1,1,4,1,3,2,9,4,1344,1058,FALSE,386,2,3,4,1,2,8
2018-10-16,Kazakhstan,Andorra,4,0,4,1,4,1,6,6,1336,1321,FALSE,115,1,4,2,3,1,4
2018-09-06,Kazakhstan,Georgia,0,2,5,0,4,1,9,8,1369,1384,FALSE,85,4,1,2,3,9,3
2018-06-05,Kazakhstan,Azerbaijan,3,0,4,1,5,0,6,11,1354,1614,FALSE,-160,3,2,3,2,5,7
2021-11-15,Kenya,Rwanda,2,1,2,3,4,1,2,8,1365,1460,FALSE,5,1,4,5,0,1,7
2021-10-10,Kenya,Mali,0,1,3,2,4,1,4,8,1368,1576,FALSE,-108,3,2,2,3,7,2
2021-09-02,Kenya,Uganda,0,0,5,0,4,1,7,5,1391,1278,FALSE,213,2,3,4,1,3,7
2021-03-25,Kenya,Egypt,1,1,5,0,4,1,7,5,1361,1289,FALSE,172,5,0,3,2,13,4
2021-03-15,Kenya,Tanzania,2,1,5,0,3,2,8,4,1355,1091,FALSE,364,2,3,4,1,3,4
2021-03-13,Kenya,South Sudan,1,0,4,1,3,2,7,4,1353,1242,FALSE,211,2,3,4,1,3,10
2020-11-11,Kenya,Comoros,1,1,4,1,1,4,7,1,1389,1426,FALSE,63,4,1,5,0,7,6
2020-10-09,Kenya,Zambia,2,1,3,2,1,4,5,2,1388,1274,FALSE,214,4,1,3,2,5,4
2018-10-14,Kenya,Ethiopia,3,0,3,2,1,4,6,2,1369,1293,FALSE,176,4,1,3,2,4,6
2018-09-11,Kenya,Malawi,1,0,3,2,3,2,7,6,1362,1614,FALSE,-152,1,4,3,2,1,5
2018-09-08,Kenya,Ghana,1,0,3,2,3,2,7,6,1331,1216,FALSE,215,4,1,2,3,8,3
2018-06-08,Kenya,Taiwan,4,0,3,2,4,1,5,8,1352,1196,FALSE,156,3,2,3,2,6,7
2018-06-02,Kenya,New Zealand,2,1,4,1,4,1,7,8,1367,1326,FALSE,41,2,3,4,1,3,7
2018-05-28,Kenya,Equatorial Guinea,1,0,4,1,4,1,7,8,1361,1315,FALSE,146,,,,,,
2018-05-25,Kenya,Eswatini,0,1,5,0,3,2,8,7,1376,1312,FALSE,164,,,,,,
2018-03-24,Kenya,Comoros,2,2,3,2,1,4,4,2,1397,1372,FALSE,25,3,2,4,1,3,5
2022-12-02,Korea Republic,Portugal,,,,,,,,,,,TRUE,,,,,,,
2022-11-28,Korea Republic,Ghana,,,,,,,,,,,TRUE,,,,,,,
2022-11-11,Korea Republic,Iceland,1,0,4,1,2,3,9,5,1783,1613,FALSE,170,4,1,3,2,5,4
2022-09-27,Korea Republic,Cameroon,1,0,4,1,3,2,12,6,1779,1730,FALSE,49,3,2,4,1,6,7
2022-09-23,Korea Republic,Costa Rica,2,2,4,1,3,2,12,6,1783,1780,FALSE,3,4,1,2,3,7,3
2022-07-24,Korea Republic,Hong Kong,3,0,5,0,3,2,12,8,1813,1445,FALSE,368,2,3,4,1,5,13
2022-07-20,Korea Republic,China,3,0,4,1,4,1,9,9,1805,1637,FALSE,168,3,2,5,0,3,9
2022-06-14,Korea Republic,Egypt,4,1,4,1,3,2,7,8,1798,1722,FALSE,76,2,3,2,3,2,3
2022-06-10,Korea Republic,Paraguay,2,2,4,1,2,3,7,6,1803,1758,FALSE,45,2,3,5,0,4,12
2022-06-06,Korea Republic,Chile,2,0,4,1,2,3,6,6,1793,2162,FALSE,-369,3,2,4,1,5,10
2022-06-02,Korea Republic,Brazil,1,5,4,1,1,4,9,1,1800,1515,FALSE,285,4,1,1,4,13,1
2022-03-24,Korea Republic,IR Iran,2,0,5,0,1,4,15,1,1807,1404,FALSE,403,5,0,2,3,8,2
2022-02-01,Korea Republic,Syria,2,0,5,0,1,4,14,1,1801,1378,FALSE,423,3,2,4,1,4,9
2022-01-21,Korea Republic,Moldova,4,0,5,0,3,2,12,3,1794,1537,FALSE,257,3,2,5,0,4,15
2022-01-15,Korea Republic,Iceland,5,1,5,0,2,3,8,2,1787,1572,FALSE,215,4,1,3,2,7,5
2021-11-16,Korea Republic,Iraq,3,0,4,1,2,3,5,2,1769,1465,FALSE,304,2,3,3,2,3,6
2021-11-11,Korea Republic,United Arab Emirates,1,0,4,1,3,2,6,3,1765,1825,FALSE,-60,3,2,4,1,6,6
2021-10-07,Korea Republic,Syria,2,1,4,1,1,4,13,1,1753,1371,FALSE,382,4,1,4,1,6,7
2021-09-07,Korea Republic,Lebanon,1,0,3,2,2,3,12,4,1751,1633,FALSE,118,4,1,3,2,7,7
2021-09-02,Korea Republic,Iraq,0,0,4,1,3,2,14,5,1763,1358,FALSE,405,3,2,3,2,11,4
2021-06-13,Korea Republic,Lebanon,2,1,4,1,3,2,14,7,1761,659,FALSE,1102,4,1,5,0,7,10
2021-06-09,Korea Republic,Sri Lanka,5,0,3,2,3,2,9,7,1761,1261,FALSE,500,2,3,4,1,3,12
2021-06-05,Korea Republic,Turkmenistan,5,0,3,2,3,2,8,7,1758,1758,FALSE,0,4,1,4,1,8,8
2020-11-17,Korea Republic,Qatar,2,1,4,1,3,2,9,6,1765,1923,FALSE,-158,4,1,4,1,4,9
2018-11-20,Korea Republic,Uzbekistan,4,0,4,1,3,2,7,4,1773,1721,FALSE,52,3,2,2,3,5,2
2018-10-16,Korea Republic,Panama,2,2,4,1,2,3,7,3,1779,1945,FALSE,-166,2,3,5,0,2,16
2018-10-12,Korea Republic,Uruguay,2,1,3,2,2,3,5,3,1766,1869,FALSE,-103,4,1,3,2,10,4
2018-09-11,Korea Republic,Chile,0,0,3,2,3,2,5,5,1766,1715,FALSE,51,4,1,3,2,7,6
2018-09-07,Korea Republic,Costa Rica,2,0,2,3,3,2,3,5,1756,1964,FALSE,-208,2,3,5,0,3,11
2018-06-27,Korea Republic,Germany,2,0,2,3,4,1,2,8,1676,1911,FALSE,-235,3,2,5,0,5,6
2018-06-01,Korea Republic,Bosnia and Herzegovina,1,3,5,0,3,2,8,7,1750,1604,FALSE,146,1,4,1,4,1,1
2018-05-28,Korea Republic,Honduras,2,0,5,0,3,2,7,7,1744,1831,FALSE,-87,4,1,4,1,6,7
2018-02-03,Korea Republic,Latvia,1,0,5,0,3,2,10,5,1757,1570,FALSE,187,2,3,3,2,7,9
2018-01-27,Korea Republic,Moldova,1,0,5,0,4,1,10,5,1760,1706,FALSE,54,1,4,5,0,2,10
2022-11-19,Kosovo,Faroe Islands,1,1,4,1,5,0,11,9,1514,1460,FALSE,154,4,1,5,0,7,10
2022-11-16,Kosovo,Armenia,2,2,3,2,5,0,9,8,1518,1350,FALSE,268,2,3,5,0,3,17
2022-09-27,Kosovo,Cyprus,5,1,3,2,4,1,6,7,1503,1552,FALSE,51,2,3,3,2,3,7
2022-06-09,Kosovo,Northern Ireland,3,2,4,1,3,2,9,3,1508,1710,FALSE,-102,1,4,3,2,3,3
2022-06-05,Kosovo,Greece,0,1,4,1,3,2,9,4,1524,1311,FALSE,313,3,2,3,2,3,3
2022-03-24,Kosovo,Burkina Faso,5,0,2,3,5,0,2,10,1471,1671,FALSE,-100,5,0,4,1,7,8
2021-11-10,Kosovo,Jordan,0,2,3,2,4,1,3,8,1474,1492,FALSE,82,3,2,3,2,9,4
2021-10-12,Kosovo,Georgia,1,2,3,2,3,2,3,6,1502,1866,FALSE,-264,1,4,5,0,1,14
2021-09-08,Kosovo,Spain,0,2,5,0,3,2,6,4,1513,1656,FALSE,-43,5,0,4,1,12,7
2021-09-05,Kosovo,Greece,1,1,5,0,3,2,9,4,1510,1499,FALSE,111,5,0,5,0,7,6
2021-06-11,Kosovo,Gambia,1,0,4,1,5,0,8,10,1475,1437,FALSE,38,4,1,2,3,6,2
2021-06-04,Kosovo,Malta,2,1,4,1,3,2,10,7,1483,828,FALSE,655,3,2,5,0,4,12
2021-06-01,Kosovo,San Marino,4,1,4,1,3,2,7,8,1483,2036,FALSE,-453,0,5,4,1,0,17
2021-03-28,Kosovo,Sweden,0,3,4,1,2,3,7,4,1499,1362,FALSE,237,3,2,4,1,5,10
2021-03-24,Kosovo,Lithuania,4,0,3,2,3,2,3,5,1491,1227,FALSE,364,3,2,4,1,6,6
2020-11-18,Kosovo,Moldova,1,0,3,2,4,1,3,7,1486,1622,FALSE,-36,0,5,4,1,0,14
2020-10-11,Kosovo,Slovenia,0,1,4,1,4,1,7,6,1512,1574,FALSE,38,4,1,2,3,7,2
2020-09-06,Kosovo,Greece,1,2,4,1,3,2,11,3,1546,1254,FALSE,392,2,3,2,3,2,3
2020-09-03,Kosovo,Moldova,1,1,4,1,3,2,13,3,1561,1864,FALSE,-303,3,2,2,3,4,2
2018-11-20,Kosovo,Azerbaijan,4,0,4,1,2,3,11,2,1473,1180,FALSE,393,4,1,2,3,7,2
2018-10-11,Kosovo,Malta,3,1,4,1,0,5,8,0,1447,1295,FALSE,252,3,2,5,0,3,11
2018-09-10,Kosovo,Faroe Islands,2,0,4,1,1,4,10,3,1434,1399,FALSE,135,3,2,3,2,7,3
2018-05-29,Kosovo,Albania,3,0,3,2,3,2,7,7,1404,1587,FALSE,-183,2,3,5,0,4,8
2018-03-27,Kosovo,Burkina Faso,2,0,2,3,4,1,5,8,1380,1358,FALSE,22,4,1,2,3,9,5
2018-03-24,Kosovo,Madagascar,1,0,1,4,5,0,4,9,1370,1362,FALSE,8,3,2,3,2,7,3
2022-11-19,Kuwait,Lebanon,2,0,3,2,4,1,7,8,1298,1573,FALSE,-275,2,3,4,1,2,7
2022-06-14,Kuwait,Jordan,0,3,4,1,4,1,8,6,1321,933,FALSE,488,5,0,2,3,8,3
2022-06-11,Kuwait,Nepal,4,1,3,2,4,1,4,7,1317,1240,FALSE,177,2,3,5,0,3,9
2022-06-08,Kuwait,Indonesia,1,2,3,2,3,2,5,5,1349,1121,FALSE,328,3,2,3,2,9,7
2022-06-01,Kuwait,Singapore,2,0,3,2,4,1,4,6,1342,1258,FALSE,84,4,1,4,1,7,8
2022-03-25,Kuwait,Latvia,1,1,2,3,4,1,3,11,1359,1345,FALSE,14,2,3,3,2,4,4
2022-02-01,Kuwait,Libya,0,2,2,3,4,1,3,11,1380,1324,FALSE,156,1,4,5,0,1,8
2022-01-29,Kuwait,Libya,2,0,2,3,5,0,3,12,1371,1323,FALSE,148,2,3,4,1,2,6
2021-06-15,Kuwait,Taiwan,2,1,2,3,4,1,5,6,1389,1475,FALSE,14,3,2,5,0,4,12
2021-06-11,Kuwait,Jordan,0,0,3,2,5,0,6,8,1390,1728,FALSE,-238,5,0,3,2,8,7
2021-06-03,Kuwait,Australia,0,3,3,2,5,0,6,6,1406,1193,FALSE,313,4,1,2,3,13,3
2021-05-23,Kuwait,Malaysia,4,1,3,2,4,1,4,5,1397,1386,FALSE,11,3,2,3,2,7,5
2021-03-29,Kuwait,Lebanon,1,1,3,2,4,1,4,6,1397,1559,FALSE,-162,1,4,4,1,1,8
2021-01-18,Kuwait,Palestine,0,1,4,1,3,2,6,8,1434,1482,FALSE,52,5,0,2,3,9,3
2018-11-20,Kuwait,Syria,1,2,4,1,3,2,6,7,1419,1722,FALSE,-203,4,1,4,1,4,6
2018-10-15,Kuwait,Australia,0,4,5,0,3,2,7,6,1429,1460,FALSE,69,4,1,4,1,8,6
2018-10-11,Kuwait,Lebanon,1,0,4,1,4,1,6,7,1421,1564,FALSE,-43,4,1,1,4,5,1
2018-09-10,Kuwait,Iraq,2,2,3,2,3,2,4,5,1420,1641,FALSE,-121,4,1,3,2,10,5
2018-05-25,Kuwait,Egypt,1,1,2,3,3,2,3,5,1416,1390,FALSE,126,4,1,4,1,5,5
2018-05-11,Kuwait,Palestine,2,0,2,3,4,1,2,7,1405,1655,FALSE,-150,2,3,2,3,18,2
2018-03-25,Kuwait,Cameroon,1,3,1,4,3,2,1,4,1415,1479,FALSE,36,4,1,4,1,6,10
2022-09-24,Kyrgyzstan,Russia,1,2,3,2,3,2,5,5,1266,1304,FALSE,62,4,1,2,3,11,2
2022-06-14,Kyrgyzstan,Tajikistan,0,0,4,1,4,1,7,9,1270,949,FALSE,421,4,1,2,3,7,2
2022-06-11,Kyrgyzstan,Myanmar,2,0,4,1,5,0,7,10,1265,1113,FALSE,252,1,4,4,1,2,13
2022-06-08,Kyrgyzstan,Singapore,2,1,4,1,5,0,9,10,1257,1283,FALSE,74,4,1,4,1,7,8
2021-11-11,Kyrgyzstan,Singapore,2,1,4,1,4,1,14,8,1274,840,FALSE,434,1,4,5,0,1,16
2021-09-07,Kyrgyzstan,Bangladesh,4,1,4,1,4,1,12,8,1272,1427,FALSE,-55,2,3,5,0,2,10
2021-09-02,Kyrgyzstan,Palestine,1,0,3,2,5,0,11,9,1253,1771,FALSE,-418,4,1,2,3,13,6
2021-06-11,Kyrgyzstan,Myanmar,8,1,2,3,4,1,3,7,1232,767,FALSE,465,2,3,4,1,7,15
2018-12-31,Kyrgyzstan,Palestine,2,1,3,2,3,2,4,6,1275,1546,FALSE,-271,4,1,4,1,6,4
2018-12-20,Kyrgyzstan,Jordan,1,0,3,2,4,1,4,9,1262,1731,FALSE,-469,3,2,3,2,4,4
2018-09-10,Kyrgyzstan,Syria,2,1,4,1,5,0,12,9,1238,1372,FALSE,-34,5,0,5,0,6,7
2018-09-06,Kyrgyzstan,Palestine,1,1,4,1,5,0,13,10,1237,1399,FALSE,-62,0,5,3,2,0,6
2018-03-27,Kyrgyzstan,India,2,1,3,2,5,0,11,12,1233,1067,FALSE,266,5,0,4,1,11,5
2018-03-22,Kyrgyzstan,Myanmar,5,1,3,2,4,1,7,11,1207,679,FALSE,528,5,0,4,1,8,8
2022-03-27,Laos,Brunei,3,2,2,3,4,1,2,14,670,757,FALSE,13,,,,,,
2022-03-23,Laos,Mongolia,1,0,2,3,5,0,2,17,660,863,FALSE,-103,3,2,4,1,3,24
2018-11-16,Laos,Myanmar,1,3,3,2,5,0,3,14,721,1084,FALSE,-263,2,3,5,0,5,12
2018-11-08,Laos,Vietnam,0,3,3,2,5,0,4,13,730,717,FALSE,113,3,2,2,3,8,2
2018-10-16,Laos,Mongolia,1,4,2,3,5,0,3,10,755,1196,FALSE,-341,3,2,4,1,14,6
2018-03-27,Laos,Bangladesh,2,2,2,3,5,0,3,11,771,823,FALSE,48,,,,,,
2018-03-21,Laos,Cambodia,0,1,3,2,5,0,4,13,783,977,FALSE,-94,3,2,5,0,3,13
2022-11-19,Latvia,Iceland,1,1,5,0,4,1,9,6,1348,1422,FALSE,26,2,3,3,2,2,3
2022-11-16,Latvia,Estonia,1,1,5,0,3,2,9,5,1349,1118,FALSE,331,3,2,3,2,8,7
2022-09-22,Latvia,Moldova,1,2,5,0,1,4,11,2,1390,1027,FALSE,463,4,1,2,3,7,5
2022-06-06,Latvia,Liechtenstein,1,0,4,1,2,3,8,2,1346,1068,FALSE,378,0,5,5,0,0,20
2022-06-03,Latvia,Andorra,3,0,4,1,3,2,6,4,1338,1301,FALSE,137,4,1,2,3,6,5
2022-03-29,Latvia,Azerbaijan,1,0,3,2,4,1,5,5,1328,1358,FALSE,-30,3,2,5,0,4,12
2021-10-11,Latvia,Turkey,1,2,2,3,4,1,4,6,1296,1934,FALSE,-538,5,0,4,1,8,12
2021-10-08,Latvia,Netherlands,0,1,3,2,4,1,5,12,1298,1513,FALSE,-115,4,1,3,2,14,4
2021-09-04,Latvia,Norway,0,2,5,0,5,0,11,14,1290,1079,FALSE,311,4,1,3,2,4,6
2021-09-01,Latvia,Gibraltar,3,1,4,1,5,0,8,15,1281,1405,FALSE,-24,1,4,4,1,1,20
2021-06-04,Latvia,Lithuania,3,1,4,1,4,1,10,8,1268,1808,FALSE,-440,1,4,5,0,2,9
2021-03-24,Latvia,Montenegro,1,2,4,1,3,2,10,3,1261,1035,FALSE,326,3,2,1,4,7,2
2020-11-14,Latvia,Faroe Islands,1,1,4,1,4,1,6,4,1232,821,FALSE,511,4,1,3,2,5,7
2020-10-13,Latvia,Malta,0,1,3,2,3,2,3,3,1257,1249,FALSE,108,4,1,3,2,6,5
2020-09-03,Latvia,Andorra,0,0,2,3,4,1,2,6,1298,1081,FALSE,317,2,3,4,1,2,9
2018-10-16,Latvia,Georgia,0,3,3,2,4,1,3,6,1321,1336,FALSE,85,4,1,1,4,7,1
2018-10-13,Latvia,Kazakhstan,1,1,3,2,3,2,3,5,1326,1529,FALSE,-103,4,1,4,1,8,7
2018-09-06,Latvia,Andorra,0,0,4,1,4,1,4,6,1348,1403,FALSE,45,1,4,2,3,1,6
2018-06-09,Latvia,Azerbaijan,1,3,3,2,4,1,3,4,1367,1395,FALSE,72,2,3,3,2,4,5
2018-06-02,Latvia,Estonia,1,0,2,3,5,0,4,9,1343,1094,FALSE,349,3,2,3,2,4,4
2022-03-24,Lebanon,Syria,0,3,2,3,4,1,2,5,1382,1546,FALSE,-64,3,2,4,1,4,8
2022-02-01,Lebanon,Iraq,1,1,1,4,4,1,1,5,1378,1801,FALSE,-323,2,3,3,2,2,5
2022-01-27,Lebanon,Korea Republic,0,1,2,3,4,1,2,6,1384,1320,FALSE,164,5,0,2,3,14,2
2021-12-07,Lebanon,Sudan,1,0,2,3,5,0,4,8,1365,1765,FALSE,-400,1,4,4,1,2,14
2021-11-16,Lebanon,United Arab Emirates,0,1,2,3,3,2,4,5,1401,1830,FALSE,-329,2,3,4,1,3,5
2021-11-11,Lebanon,IR Iran,1,2,2,3,2,3,4,3,1406,1418,FALSE,88,5,0,1,4,7,1
2021-10-12,Lebanon,Syria,3,2,2,3,2,3,2,3,1383,1602,FALSE,-219,4,1,5,0,4,9
2021-06-23,Lebanon,Djibouti,1,0,4,1,5,0,7,9,1358,1763,FALSE,-405,2,3,3,2,3,14
2021-06-05,Lebanon,Sri Lanka,3,2,2,3,5,0,2,9,1386,1397,FALSE,-11,1,4,4,1,1,11
